time,AT,BE,BG,CH,CZ,DE,DK,EE,EL,ES,FI,FR,HR,HU,IE,IT,LT,LU,LV,NL,NO,PL,PT,RO,SE,SI,SK,UK
10,0.21343305826703876,0.26179069057535514,0.0677985129803802,0.02685662108815971,0.3773021500325877,0.5694401056186338,0.9980526516379088,0.7228531517962736,0.37678096550537477,0.04530187629565611,0.23403939196894488,0.10025816514006161,0.043311317454832465,0.10696940192028151,0.05396439181275991,0.21290370252096602,0.8737462666528841,0.21600051032865988,0.8285492381343095,0.48918049573843764,0.684430114470505,0.7955212297263338,0.04806607434560159,0.030308814682211922,0.934018076245079,0.038711695969150146,0.1418875875403424,0.24932144946181126
11,0.2509033194291274,0.28191928830867635,0.07554729450797028,0.02827022521534465,0.4345060675342992,0.595162082964087,0.9999999999999997,0.609873264886707,0.405804744627195,0.030312237136857177,0.2493047268249585,0.11429380240193182,0.05909001125346059,0.12435917433752186,0.048772651362133185,0.21183971020255105,0.8826735466523827,0.24062538724750443,0.7281044249103307,0.49358858142561235,0.6724395985900362,0.8641325153735887,0.023881966459296033,0.046431412589363556,0.924192949876992,0.03979400904765311,0.17209638975333838,0.24227300081417974
12,0.3076240742901053,0.2787866278173403,0.0789807732623741,0.030548709724778994,0.526839773017955,0.6527050063851264,0.9998187982910739,0.5243512971153551,0.40739092460308385,0.02607233983652722,0.26731383517710167,0.13335303564651366,0.06986998209397575,0.14865724115072357,0.04032836848165678,0.18383222401459606,0.8222055198541789,0.28605040136591153,0.5984342870789836,0.5438125209690959,0.6522457230469264,0.9011953200933066,0.011708947564343208,0.06538258367561972,0.9229630439659502,0.05739258389090277,0.205047396536381,0.2324926580939579
13,0.3190239159597513,0.2627154663057061,0.07923784394729416,0.03486994082223459,0.5651347682637201,0.695575159548648,0.9999999999999997,0.47963961166085456,0.4157678967600847,0.02882441544078215,0.2972346033139087,0.13846879536447207,0.07062275565212887,0.1675984276344265,0.038889753657784756,0.1689659966194359,0.7459847446653185,0.2384715162435622,0.46647887898284013,0.6183811459696701,0.6693978069194666,0.9176700759580797,0.01018678075928262,0.07421920359979686,0.8981234977150043,0.06512099051125222,0.24429903188908875,0.23670222031202695
14,0.4126945067060949,0.2553476206666158,0.06855996917882341,0.041553851315370975,0.5756747946418397,0.7475370564487519,0.9999999999999997,0.45940447282379165,0.39005769595524936,0.031018784968254644,0.32415204888514515,0.13924600461019257,0.07483438126672612,0.2032971832153194,0.0389778208795586,0.14361786944497562,0.6933314656364702,0.22437760178355523,0.4078743202920147,0.7589213975440301,0.6819413744043163,0.9194674998467209,0.012416358297015696,0.08567090595039012,0.915842849317207,0.07009118773405308,0.273849193421319,0.24433122679456282
15,0.44043667813256693,0.26649042163285175,0.07017952849175868,0.04781947565113288,0.5822657455592902,0.7936393298296295,0.9999999999999997,0.47183986627839136,0.3796947524684123,0.03390638585632976,0.3562204682124533,0.13975517393724418,0.08719170454913727,0.2284019200370453,0.03561215659349654,0.11886501834686182,0.6316940206192834,0.24545448585146806,0.3684642176630911,0.8044651420741771,0.6738549758642645,0.9125377597728779,0.01627775411127815,0.11977927044605309,0.9502836340301103,0.08284413642308475,0.30825651849715213,0.24427883984810256
16,0.46367605108017446,0.30870186642698655,0.07341419027907564,0.060805573591437484,0.5987705958208956,0.7855969552097616,0.9999999999999997,0.4934345392768987,0.3657942127157682,0.04285191639116299,0.3901994619119802,0.1452724073065519,0.08775805339568131,0.2554839396785824,0.038930873613680674,0.11436850725711653,0.5169198867869202,0.27477815183063714,0.3255910215387064,0.825164957039322,0.6538716709410012,0.9015028872933087,0.024633802537134406,0.15162168217063574,0.9781016609409008,0.0788885208365239,0.34235947321015775,0.23891229891445456
17,0.49920855165042405,0.35019420414712077,0.07385556054519124,0.06996742211139993,0.6381070434715584,0.7851030870885789,0.992727590941553,0.5016790083382927,0.3400462896149696,0.053166783754824615,0.4284915673578522,0.1553795002607211,0.0863820899057664,0.2892203365056305,0.04468301484174767,0.1103952965431539,0.4410574830727228,0.2926772381503842,0.303031211088261,0.8413670296758708,0.62940328890889,0.864596415253247,0.038728969039982124,0.17271478353207953,0.9888380248619087,0.07542549033464248,0.3451441860875742,0.23525530617857607
18,0.5245618552587784,0.360721334361427,0.06780107789307066,0.07337276574138277,0.6881704675830189,0.8086680130178866,0.9815335675275522,0.49584607860068425,0.3189883831864238,0.061856283115437644,0.46936408925529427,0.16571743714836484,0.0833606788134499,0.292820745040751,0.05050936710461374,0.10306582751356658,0.39815264325744365,0.3059781750627463,0.3096034872227059,0.8676367079368046,0.6018143227053491,0.817791109994689,0.050887675624546214,0.1878872267890564,0.9930472664345853,0.06245046455589614,0.3464263612952429,0.23100620465570007
19,0.5310844346348177,0.35348661904566847,0.06543622463080027,0.08104598751477182,0.6661992465454928,0.8243796840632545,0.9813683888224997,0.48067300550728453,0.2987222679268852,0.06775454680676506,0.493121295021799,0.17245943106122594,0.07156299749626874,0.3025437793481668,0.056061629696056325,0.09787988073969607,0.3699710631387772,0.3305379021876632,0.31878911201102816,0.8766954269850911,0.5625464644871014,0.792282659481145,0.061752310385429755,0.2011821102698984,0.9930429590761368,0.05023130327798364,0.3577163639826872,0.2296797795939291
20,0.5467475842584062,0.37512403626383634,0.0666854471231179,0.08735215928116036,0.6675677268198524,0.8261678543924437,0.9881167585354228,0.477112460659922,0.27477316462747436,0.0752569848531677,0.5213052843551083,0.18155145515885013,0.07604631077007716,0.316621604436283,0.0599271482033416,0.09385641304306072,0.3241841249584083,0.3570917109575733,0.3264838708947702,0.8676455376475585,0.5278737078732525,0.7663703356017193,0.06820275595487794,0.2171845120269567,0.9916123474726205,0.04506297066668923,0.37273773996719944,0.22411788310251402
21,0.5602387303779348,0.39477642304099275,0.07658743307554652,0.0908023207707725,0.6956111138150104,0.8026685297316246,0.9935478307912974,0.47711320634213894,0.26023358310767525,0.08566305220346523,0.5462837708250327,0.18965921976213393,0.08071840563591454,0.316932002692236,0.06230485268796176,0.09523146340735103,0.2881081554260633,0.3590994213246669,0.36498900783918553,0.8578031533102739,0.4972402905175054,0.7390577875792359,0.07251627833897957,0.22650337168210108,0.9915261922561606,0.04608490562293487,0.36897106426623266,0.21076001022015253
22,0.570891377423636,0.3350929113462508,0.06729673996424859,0.10939704560308594,0.6980212270585843,0.6982726265864572,0.9945109216316415,0.4882379624300265,0.21665007433600847,0.08861906028138442,0.5440121124801075,0.20208903565654207,0.11163900464578619,0.3696862019955148,0.05926319584027151,0.09773034057484101,0.2689282583185984,0.26700262762267063,0.42119280237834195,0.8151275769383592,0.5088376503273769,0.721036913184832,0.0560632136987288,0.20772008230706265,0.9882607837374211,0.06961738814545014,0.4002146603896087,0.1726311328942085
23,0.5066942255890975,0.31695250766913813,0.0609297723308136,0.1119685303081605,0.7178812920067729,0.7109937923882533,0.995148785516295,0.5049661845486662,0.2136282990926331,0.09414928591035827,0.5750977580896995,0.2012489239694366,0.09060876458300518,0.34840372059374014,0.05218797537502226,0.10131274162937491,0.2611915467653842,0.28666515298032375,0.4878338023777869,0.855629889956121,0.47003016479577436,0.6992069318275538,0.05572315676065693,0.20550293985990892,0.9840702769625115,0.048379185824220315,0.41923719347714383,0.16527990369863052
24,0.4734477932515425,0.3236658660082308,0.06143463750908849,0.1031218395446324,0.7283132665656338,0.7081747595168358,0.9860234468477028,0.4834687218089324,0.20174696253516491,0.09981400871050061,0.60872110121234,0.2034953270226076,0.07457849844756931,0.33997264010787553,0.0477985858139955,0.10544037079100896,0.2666315273043644,0.30036064553941605,0.5645568602657585,0.8611341479650706,0.446010701100426,0.6902275410277203,0.06514901696888355,0.20819623017464348,0.9856509337702442,0.05197595006002417,0.4537672644732775,0.1524761197476003
25,0.4482148419477684,0.340169835693744,0.07121883130590954,0.09676510879526647,0.7321198838329569,0.6804211772232215,0.9878191433912397,0.4549573732299075,0.17962164634991798,0.1071443904998436,0.644966583263084,0.21460416031964366,0.060728456460377014,0.3502429431889175,0.05076589394298727,0.11336165190127313,0.2919948090185385,0.30378266291252887,0.6056208698484925,0.8785672642987,0.4072189028934024,0.6850668746454415,0.07507075587040055,0.21242569686412005,0.985349590691203,0.04334926485401151,0.4315386778206592,0.14314917894814505
26,0.4702037208437609,0.35447162175584207,0.07493556271357535,0.0961086731592517,0.7729309074284625,0.6608265025459503,0.9740828853515616,0.47735599406665014,0.1697720457169328,0.1210555877058007,0.6742979514051032,0.2288025130756257,0.054818815742441754,0.3607944498714038,0.05270099235584506,0.12496681186825344,0.31937775206759755,0.3033213757887355,0.5756551658415626,0.8700236552453412,0.36102684988199607,0.6779444823124683,0.08637110392560726,0.21123669197560643,0.9834204479412096,0.04478285208278928,0.41230514796427775,0.1352024556952674
27,0.5450328240969586,0.3315870079833024,0.07841379364788979,0.0962223650829656,0.759411513839106,0.6568335339602577,0.9334824803478813,0.5056733051703828,0.15757706664101012,0.13452270064843402,0.6915134071158117,0.23781058759382936,0.06292120583233174,0.3892597065242805,0.05476667875989264,0.13205715638990664,0.3377919301196723,0.2784256757301977,0.5244432781916145,0.8739130931771698,0.3323624854878715,0.6804655505230456,0.09138607264013099,0.2122583782727727,0.9807399906285943,0.06908409842932244,0.42111235544346604,0.1298745654820765
28,0.5833491930916207,0.3381650560239783,0.08169666470043901,0.10075720014549486,0.7444154931542731,0.6629279601853545,0.8928261926407678,0.5336514702017467,0.14783754924112133,0.151255202141744,0.7012915324238657,0.24776048481581023,0.07765343565192204,0.4046412819896471,0.06340293564781996,0.13615823150187936,0.33967479044103277,0.2878199973737669,0.5491725318887286,0.8417176450630064,0.3173388296151325,0.6964218530444697,0.08976645598019124,0.2077323033913588,0.9759201533839407,0.03895340300808677,0.42325629149228977,0.12991498068646393
29,0.5906864745399313,0.33774899202113196,0.08411230172586602,0.10734277828401202,0.727156851981154,0.6282334587071909,0.860874980938571,0.5726389794151504,0.14163069785807914,0.1681006695434548,0.71025363678171,0.24728444487855014,0.09061837720706481,0.42202698388041593,0.07008034751474561,0.13603257346399805,0.3325918148772127,0.3103622878897907,0.6232639771186061,0.8041295220266004,0.3063964095340532,0.7080935781396657,0.08642546583725777,0.19761786753568505,0.9711355103016597,0.02946777015230861,0.43271591761971057,0.13319712765538202
30,0.5691021643307601,0.3246974369659864,0.08632877276633244,0.10887170084012099,0.7146434115668671,0.5954488815107839,0.8169071466112605,0.6176877886448012,0.13236782534439237,0.176618015440054,0.7127323337538434,0.2468012678675422,0.0974114354426175,0.44837158053392795,0.0734408167545852,0.12817872379916923,0.3580196908941305,0.31205576718624445,0.702656547011811,0.7715526524116438,0.2937340829501091,0.6986204207227016,0.07831964045002442,0.18963647422916727,0.9657734102929951,0.05001586219913369,0.4450707783056944,0.13630699484014186
31,0.5427093223662232,0.30844806343582454,0.08589387632515097,0.11018988780101152,0.7007696495837049,0.5735681398267519,0.7591443625834489,0.66260897190933,0.11995600396793774,0.18241476217688843,0.7091021960761881,0.24257400866347353,0.12445123449825676,0.47643275301751054,0.0746309521203013,0.1230895976057744,0.4038204613080837,0.30903033230228577,0.7372063176731108,0.734209074898399,0.2774151999047813,0.6760627348448157,0.07501016575715025,0.1821322524691866,0.9574894112053737,0.07822972417367499,0.45126615142894805,0.13460881752057302
