time,AT,BE,BG,CH,CZ,DE,EL,ES,FI,FR,HR,HU,IE,IT,LT,LV,NO,PT,RO,SE,SI,SK
1228,0.268478616,1.253065885,0.139876736,0.084688082,0.371745241,0.773207107,0.115702074,0.798454043,0.556519316,0.417421672,0.654874449,0.906791087,0.681710686,0.13221314,0.2352197,0.083947026,0.330937234,0.655137531,0.237524379,0.440118233,0.283682216,0.127014745
1229,0.252597353,1.247186688,0.140014573,0.084520163,0.37017707,0.701256728,0.115657045,0.794827273,0.556212927,0.417552892,0.653414859,1.136728358,0.679688889,0.13429756,0.340223384,0.085483014,0.330620573,0.61049414,0.273252848,0.439759175,0.282681563,0.127588152
1230,0.24529262,1.22439236,0.14008923,0.083264414,0.368524842,0.692908908,0.115636762,0.658571247,0.556093983,0.415425487,0.652940059,1.07892097,0.677130213,0.134655619,0.285144018,0.085318261,0.330387884,0.557147681,0.296162779,0.439402668,0.275383239,0.128865715
1231,0.205691224,1.24037387,0.140943921,0.089756087,0.390449616,0.862363081,0.115884714,0.59598238,0.556771357,0.41457782,0.652205484,1.201698575,0.675900525,0.133660992,0.145214914,0.086846887,0.330525121,0.553997409,0.282040863,0.439201924,0.265716135,0.146299785
1232,0.282005647,1.215482222,0.146659077,0.098509516,0.396562062,0.899411842,0.116106648,0.613832896,0.555999661,0.416552092,0.66663182,1.126911597,0.676601382,0.134383965,0.131911954,0.09149622,0.330238974,0.561165558,0.27504191,0.439104249,0.263099473,0.151978041
1233,0.387806785,1.193266612,0.251213119,0.11461795,0.399832466,1.036045041,0.118439759,0.601581197,0.555427564,0.430885017,0.727521477,1.042598598,0.67781069,0.138342427,0.145666793,0.092939752,0.330051076,0.547518718,0.262982191,0.439406098,0.304238946,0.168947912
1234,0.415518726,1.162069062,0.35018888,0.137445575,0.441322271,1.079327068,0.124822436,0.611087163,0.555076621,0.467698789,0.783632803,0.970141448,0.6829803,0.176792448,0.158834342,0.094684481,0.32999187,0.55417146,0.259122978,0.439760252,0.43373633,0.1741235
1235,0.476327708,1.18594992,0.381836947,0.154761173,0.461868064,1.218146859,0.128108234,0.664070044,0.555519378,0.492488154,0.805977416,1.054515247,0.690473818,0.210949195,0.175570157,0.096210771,0.329915958,0.630906169,0.257775787,0.439904975,0.491678315,0.172427729
1236,0.504036331,1.159058196,0.391696021,0.175024469,0.439638432,1.311817593,0.12920431,0.739679152,0.554497587,0.510158532,0.81794139,1.065797428,0.703394026,0.256471433,0.175066686,0.125885399,0.329999861,0.613399391,0.250619229,0.440071249,0.574469457,0.167475697
1237,0.52321344,1.172676037,0.36481726,0.181497472,0.400504068,1.284467842,0.127060267,0.743717892,0.554698502,0.515977851,0.80914205,1.245655434,0.693069761,0.284316961,0.201493271,0.097182008,0.329862475,0.577422146,0.245561239,0.440512137,0.591103049,0.15499028
1238,0.51187675,1.173775992,0.313734,0.176294074,0.313830385,1.253938686,0.12361594,0.794679406,0.555454925,0.512673456,0.786584468,1.344586318,0.697737697,0.283265825,0.204138131,0.095073369,0.329937418,0.545572953,0.259067082,0.440509788,0.574419143,0.155671004
1239,0.419468386,1.170316672,0.242705062,0.158725844,0.297082309,1.063235296,0.119763394,0.825333826,0.557211263,0.49642751,0.743568117,1.796337116,0.688511586,0.293338566,0.165468702,0.093571282,0.329451046,0.558526087,0.270695369,0.439627623,0.477254281,0.16422751
1240,0.225698227,1.147974017,0.173508369,0.10889134,0.297391688,0.621821709,0.116316163,0.771695245,0.557869909,0.465255273,0.689234023,1.61165124,0.690237407,0.208912993,0.15147797,0.09469501,0.329196894,0.636388308,0.282387499,0.43885909,0.371895655,0.189540717
1241,0.126584695,1.160660557,0.164395606,0.082224786,0.305500458,0.47679607,0.115892617,0.764018841,0.558279598,0.428482838,0.641712279,2.063719373,0.690534173,0.150176481,0.150483875,0.087420584,0.329005106,0.715552354,0.286977828,0.438786385,0.287203689,0.225119213
1242,0.119358574,1.164095047,0.1705792,0.080950936,0.319891891,0.474693293,0.116072461,0.751995283,0.558287098,0.422070362,0.637714283,2.010533898,0.679159478,0.144204812,0.157838381,0.095600089,0.328760754,0.925307169,0.288653402,0.43854064,0.289681112,0.247187866
1243,0.119721797,1.141852129,0.138618638,0.080913953,0.317715292,0.473552416,0.115811061,0.881832875,0.557235878,0.42172721,0.642117151,1.750108708,0.674488851,0.145896459,0.153808864,0.089787013,0.328555067,0.975148002,0.276334281,0.438592689,0.284963918,0.250241691
1244,0.120471011,1.138443353,0.138704309,0.080937681,0.260526443,0.472733924,0.115806261,0.816131053,0.556804002,0.417798353,0.639235005,1.944235321,0.676504914,0.13530392,0.15511194,0.088044009,0.32835884,0.724853617,0.312686812,0.438661542,0.283941749,0.253020117
1245,0.120441301,1.139650065,0.138993154,0.080930658,0.244195612,0.472445797,0.115809874,0.822467768,0.556436942,0.418166533,0.637096993,1.671845878,0.682738671,0.134033694,0.176256203,0.089986291,0.328172538,0.493448815,0.349641391,0.438981336,0.290440976,0.23842333
1246,0.118049661,1.146453866,0.138943439,0.080842797,0.231398768,0.472122981,0.11593877,0.830852273,0.55618916,0.419046889,0.63793852,1.574973668,0.692702185,0.135556906,0.189805087,0.092198835,0.327946779,0.436750526,0.361439517,0.43892315,0.281425807,0.223454526
1247,0.1166607,1.143573418,0.138981065,0.080827141,0.225158251,0.472520267,0.115944084,0.800849298,0.556077581,0.419068885,0.637484726,1.775919983,0.740728447,0.138454634,0.177150698,0.091869295,0.327547918,0.456860539,0.308676699,0.43840578,0.282490431,0.192906471
1248,0.116850962,1.13656421,0.139395488,0.080777936,0.225079589,0.473875656,0.115642151,0.820394867,0.556375009,0.427999468,0.638589798,1.953157248,0.711545371,0.133037653,0.190436884,0.089523706,0.327493444,0.499904783,0.28636669,0.43794131,0.267975162,0.163104725
1249,0.117551668,1.137790978,0.139705164,0.080676485,0.219736468,0.474416527,0.11563895,0.75318042,0.557084241,0.440714127,0.638957804,1.490891591,0.687916572,0.132494573,0.214485495,0.09546452,0.327205299,0.503996616,0.268004384,0.437506672,0.268168829,0.198109781
1250,0.118217167,1.148649761,0.142711335,0.080726602,0.219610536,0.476198497,0.11565344,0.707040593,0.557080938,0.415358932,0.638381886,0.839154217,0.685273975,0.132366242,0.239755688,0.101921535,0.326967972,0.480966341,0.276008659,0.43743001,0.270593693,0.24944702
1251,0.117853778,1.149748973,0.145654447,0.080765036,0.213719596,0.475084214,0.115970832,0.662377416,0.556339305,0.404291001,0.643817932,0.587139183,0.688409582,0.131829816,0.248077734,0.100448716,0.326673914,0.459487972,0.2828774,0.437366391,0.273847096,0.304808301
1252,0.117696062,1.153033213,0.147905461,0.080826342,0.209074067,0.47678947,0.116014083,0.709911515,0.555158792,0.401458339,0.64625341,0.431078983,0.686594886,0.131960634,0.211125061,0.096052319,0.326479945,0.449796128,0.279199824,0.437367786,0.275942317,0.293035184
1253,0.117789744,1.16684155,0.148464354,0.081021451,0.206765422,0.475098763,0.116148707,0.790287002,0.554382227,0.402491043,0.649573175,0.330860083,0.68673152,0.132276688,0.187353202,0.093142248,0.326329416,0.447418236,0.270944657,0.436987121,0.275875968,0.260286687
1254,0.117291436,1.184991679,0.155252622,0.080755941,0.207286494,0.473410507,0.116257079,0.940254594,0.554279833,0.40388263,0.651040016,0.300927246,0.682933309,0.132746875,0.212757851,0.102420247,0.326284001,0.472080164,0.268629804,0.437071631,0.275291603,0.221916887
1255,0.116367681,1.184903937,0.182036947,0.080609062,0.220230422,0.472932743,0.116792002,0.902925826,0.554661921,0.405269513,0.657762143,0.280932465,0.682229686,0.132925992,0.244916768,0.10864149,0.326135377,0.474451728,0.258415825,0.43699042,0.283171599,0.175237759
1256,0.118316213,1.177316849,0.295861874,0.080765476,0.222589567,0.472764491,0.122867513,0.806205677,0.553965409,0.410582932,0.688933633,0.268993033,0.679076685,0.13433139,0.247362504,0.10772345,0.325930977,0.566412951,0.310288108,0.436682989,0.315741404,0.158593373
1257,0.129008096,1.180496459,0.368395724,0.085080635,0.226732717,0.545658415,0.132659893,0.753949606,0.553232697,0.442612682,0.733689954,0.298884798,0.681273161,0.143453066,0.257649237,0.099676349,0.32581017,0.498217648,0.374152181,0.43671399,0.380632786,0.157373974
1258,0.189670635,1.187798435,0.38102902,0.10365962,0.231931805,0.67554757,0.134578565,0.73120654,0.55334637,0.468122126,0.768791525,0.360247979,0.680532708,0.173505962,0.27445818,0.100713304,0.326159386,0.506442825,0.404620062,0.43650084,0.536270103,0.159237958
1259,0.365877308,1.229913769,0.368604341,0.12102061,0.262127236,0.702723353,0.134509994,0.774991969,0.55347899,0.524273434,0.787504008,0.411608655,0.678408932,0.215112006,0.271197322,0.105149252,0.325828974,0.527330419,0.449990927,0.43684771,0.711837206,0.151324519
1260,0.546047385,1.273520715,0.341664232,0.138307729,0.366692506,0.884886313,0.133042884,0.816973761,0.553287045,0.629564971,0.793426695,0.427495736,0.682479868,0.238525706,0.247031638,0.107513333,0.32546007,0.49850955,0.45036006,0.436342739,0.782926436,0.1504404
1261,0.601143935,1.305113063,0.306546803,0.165510996,0.381034502,1.176480328,0.130269664,0.856698481,0.553056922,0.635047919,0.77845152,0.414823541,0.676904593,0.246301863,0.202854721,0.112636144,0.325313409,0.54346073,0.442571433,0.436104312,0.775425869,0.170216679
1262,0.624170381,1.297634498,0.265692229,0.157653304,0.408060179,1.172175527,0.127262162,0.915857028,0.553274429,0.656789585,0.763491905,0.379773974,0.675180221,0.239457327,0.257256287,0.116257298,0.325024642,0.621724606,0.405107462,0.436022102,0.723009322,0.197217819
1263,0.495902338,1.446227522,0.200319619,0.139862801,0.50710714,1.040654611,0.121416074,0.936953878,0.552515977,0.697987789,0.737027896,0.364862161,0.671603961,0.225264267,0.19956536,0.112139717,0.32489853,0.468044097,0.343264322,0.435690001,0.628969533,0.238563125
1264,0.222534237,1.931323415,0.145279452,0.106222858,0.533405675,0.706995175,0.116262903,1.009680793,0.552115794,0.689422961,0.698583664,0.339975944,0.671552627,0.176703712,0.158421178,0.11585799,0.324845837,0.459862145,0.283948915,0.435671053,0.470531459,0.285972405
1265,0.123182523,2.570527506,0.140384865,0.085142899,0.521478222,0.602504666,0.115722918,1.001104243,0.552488388,0.720534536,0.647465614,0.378335149,0.676059877,0.145562432,0.149227125,0.11357558,0.32457975,0.478290194,0.279029692,0.435674465,0.361478763,0.355900944
1266,0.120713395,2.932019662,0.140155414,0.088394801,0.548826319,0.551260078,0.115722918,0.937137219,0.552260122,0.795391142,0.639058273,0.303504837,0.681856863,0.145385886,0.142405231,0.109253925,0.324421715,0.518112313,0.27839157,0.43540025,0.340582236,0.405513401
1267,0.120318962,3.222258918,0.141239334,0.147218362,0.326789875,0.544839015,0.11582357,0.833306996,0.551944899,0.960398752,0.678136324,0.285275273,0.679541691,0.169101131,0.133510557,0.108462869,0.323933399,0.495709218,0.291112365,0.435089233,0.3297485,0.412524526
1268,0.123984032,2.060459943,0.145839936,0.174474304,0.421405517,0.557781028,0.116199113,0.669012422,0.551525451,1.045451987,0.667612129,0.308734437,0.67778711,0.186920856,0.133647426,0.104929016,0.323807003,0.470379084,0.275406514,0.435088634,0.340281935,0.378460466
1269,0.12805674,1.906833598,0.150375307,0.171218748,0.43266668,0.560796232,0.115934745,0.618846063,0.55175912,1.086520273,0.671473407,0.328333776,0.675808366,0.232870409,0.132081868,0.100560704,0.323698455,0.536333638,0.276766686,0.435000712,0.335889007,0.313749067
1270,0.142132235,1.375180656,0.153130383,0.161706353,0.370172591,0.604545334,0.116150227,0.574722117,0.551336419,0.816885334,0.679591682,0.417304448,0.671533694,0.292935068,0.133031939,0.098807755,0.323445977,0.511262313,0.264038543,0.434568963,0.345415175,0.259739009
1271,0.143021336,1.341181306,0.16073921,0.147146318,0.31743704,0.681203479,0.116193808,0.625409931,0.551925047,0.54550412,0.684028533,0.600023076,0.671909835,0.292726914,0.135195568,0.097143296,0.323454963,0.576309735,0.258674434,0.43463656,0.349563228,0.228210961
1272,0.161172983,1.319521278,0.158810215,0.148818721,0.286650195,0.81820376,0.116439842,0.707920472,0.552135492,0.551375648,0.78183621,0.371479793,0.671749195,0.279162567,0.136659749,0.096405948,0.323208381,0.612335627,0.254521799,0.434359405,0.362319699,0.192053977
1273,0.155608738,1.301737146,0.158646999,0.145253716,0.273181724,0.692370701,0.11631688,0.764643273,0.551757345,0.528246997,0.905117223,0.502240533,0.669772508,0.305906035,0.13467909,0.096388632,0.322921334,0.601979491,0.248103961,0.434106417,0.383700236,0.16422321
1274,0.15806606,1.290449774,0.162742247,0.129783134,0.271871839,0.688607601,0.116207318,0.789617501,0.551205346,0.475500711,0.97961144,0.612487342,0.669598268,0.298226159,0.13088454,0.098224433,0.322606541,0.665950666,0.240616652,0.43390856,0.392267987,0.157308683
1275,0.150984536,1.292392901,0.169992939,0.114461842,0.267138938,0.555950295,0.116212028,0.79631994,0.551124819,0.451286994,1.042002238,1.025279002,0.669244421,0.261735364,0.134236219,0.098142653,0.32250366,0.996514039,0.239474869,0.433732103,0.38738516,0.153238087
1276,0.153637278,1.292413304,0.176865287,0.09766605,0.264203187,0.52928348,0.116323526,0.790235768,0.552094023,0.453154174,1.152349036,1.201085627,0.668701396,0.233964481,0.128158058,0.096684882,0.322375946,0.953574332,0.249019129,0.433692593,0.415324926,0.147303985
1277,0.161793727,1.290707143,0.195308229,0.088206178,0.26708417,0.50543397,0.116158311,0.806664663,0.551906718,0.466088669,1.23721783,1.549884954,0.669386885,0.211795195,0.129754127,0.094233363,0.322132871,0.691876554,0.272779213,0.433502254,0.440224742,0.139855143
1278,0.159501455,1.283735334,0.201977601,0.091806892,0.272644538,0.482644575,0.116188375,0.719755081,0.552328505,0.480695058,1.485387522,1.778462797,0.66872613,0.186908967,0.131234021,0.090703716,0.321971055,0.469219631,0.290986752,0.433389788,0.453248744,0.137593883
1279,0.169289415,1.342661695,0.214362943,0.095662363,0.332189588,0.484553078,0.116801016,0.726088734,0.553199537,0.498802533,0.937066334,0.91975586,0.671989139,0.175418216,0.140201701,0.089983706,0.321885176,0.455958173,0.253799303,0.433402442,0.43954851,0.132899897
1280,0.207052132,1.344881141,0.28102695,0.11798038,0.326262493,0.521025712,0.122773899,0.643225708,0.551849143,0.525666369,0.971937267,0.430503046,0.672592297,0.189906696,0.138078661,0.094068209,0.321827558,0.448308841,0.289347481,0.433196874,0.45811757,0.131535824
1281,0.329579015,1.335311873,0.284840308,0.136960827,0.314978494,0.753303794,0.126622278,0.615405958,0.550703791,0.537872675,1.097792238,0.341749624,0.671865794,0.198922219,0.153625906,0.091813208,0.321697712,0.503218691,0.309149889,0.433540215,0.498180618,0.132449334
1282,0.41126216,1.335256048,0.26485997,0.147196953,0.296618225,0.95262445,0.127309423,0.633462895,0.5510167,0.545951649,1.0457121,0.353550955,0.671539796,0.254197247,0.160581084,0.095205954,0.321416969,0.534555159,0.420780372,0.433439055,0.540548009,0.131662729
1283,0.468363612,1.36092724,0.251572699,0.177427601,0.298381662,1.044785002,0.127285461,0.63725776,0.552383549,0.57878741,1.002686752,0.360472352,0.669474094,0.347809998,0.159660683,0.096146189,0.321445685,0.556645212,0.447838078,0.433373214,0.574764842,0.130161445
1284,0.483395128,1.40069237,0.234302633,0.198386975,0.303646034,1.005953673,0.12615977,0.66125401,0.550609398,0.636533235,0.962158259,0.3880592,0.670771204,0.39252594,0.15104723,0.097612004,0.32121539,0.549623208,0.49618638,0.433126003,0.55122749,0.130048562
1285,0.497001462,1.430219164,0.216843886,0.204062813,0.300051077,1.028413652,0.124344868,0.674900085,0.549288643,0.67699257,1.145617188,0.377160037,0.671507415,0.366595591,0.150120744,0.098406557,0.32098072,0.48330292,0.409703704,0.43292062,0.562207003,0.132813197
1286,0.507955927,1.465952005,0.199269225,0.20769946,0.282173771,1.044242809,0.122167467,0.636354979,0.549122071,0.683553123,1.099779606,0.356997521,0.672813207,0.353415594,0.17500312,0.097916465,0.320871657,0.484659998,0.375824426,0.432990617,0.549996366,0.138612049
1287,0.456369279,1.45993945,0.177113117,0.200909395,0.277111294,1.031173347,0.119473376,0.657306314,0.547910311,0.699954867,0.97564875,0.295359398,0.675193364,0.344262649,0.208062415,0.093062263,0.320632978,0.437854136,0.384174228,0.432911967,0.521444725,0.149736308
1288,0.335884116,1.396427825,0.149254865,0.196485882,0.276959886,0.993738816,0.11671579,0.650957835,0.548733563,0.672812602,0.786044679,0.276307277,0.676637742,0.229502216,0.254277805,0.094181743,0.320260701,0.479376054,0.390127366,0.432474195,0.436347113,0.173732803
1289,0.22106263,1.305725913,0.14313543,0.198854131,0.266652797,0.980748665,0.117921897,0.708704867,0.549252351,0.603550235,0.726770351,0.272919388,0.674714399,0.16242838,0.23611318,0.093591538,0.32005824,0.513763228,0.352608699,0.432367637,0.387047828,0.177619937
1290,0.192708571,1.295953213,0.146570706,0.180326384,0.241231154,0.654418245,0.1174138,0.655115125,0.549614204,0.570320269,0.673113286,0.278541924,0.672121766,0.182039299,0.189043747,0.090144759,0.319958413,0.574517804,0.328468964,0.432255781,0.382938548,0.185936623
1291,0.196982666,1.301421406,0.160048137,0.129657194,0.261340796,0.485523644,0.13374782,0.728743549,0.549359743,0.845153967,0.755658229,0.281963687,0.670053073,0.167763436,0.158744597,0.089014651,0.319756436,0.573093616,0.358041312,0.432227153,0.365753215,0.201768562
1292,0.193054739,1.296474233,0.196739546,0.102743702,0.26265755,0.487393643,0.124682,0.644637453,0.549493372,0.525354663,0.835117604,0.27426042,0.667114416,0.174888489,0.145315766,0.088288482,0.319600738,0.616454613,0.322667159,0.432171377,0.401885475,0.219245607
1293,0.225218499,1.298892989,0.30554925,0.090225996,0.270992511,0.485893582,0.12943396,0.644575966,0.549893081,0.517797597,0.804632249,0.278599951,0.66658906,0.198291594,0.134385664,0.088124476,0.319422864,0.594750031,0.286399552,0.43204997,0.452640967,0.224741856
1294,0.183100618,1.302090205,0.348413476,0.087073146,0.277297361,0.486227978,0.131493509,0.646261631,0.550846412,0.505129895,0.808482823,0.287063873,0.666203298,0.217959486,0.134946732,0.08971257,0.319216966,0.627708434,0.253321754,0.432076985,0.581162248,0.210735565
1295,0.145191444,1.307255314,0.232503208,0.083889322,0.291345001,0.484774542,0.121172342,0.593694882,0.551816614,0.484332952,0.806234735,0.294236369,0.666657717,0.255347852,0.14195412,0.098732606,0.319041508,0.630924471,0.255702624,0.431783087,0.686875354,0.173503903
1296,0.122762056,1.310810913,0.234729129,0.081257612,0.29441403,0.485219984,0.122557322,0.602677576,0.550757607,0.466668397,0.774892541,0.300099048,0.667107371,0.248237484,0.14911467,0.109273825,0.318795098,0.604536854,0.252317008,0.431477377,0.574709601,0.137764257
1297,0.120143375,1.315585145,0.33505992,0.08068724,0.291218089,0.48641785,0.136742742,0.636791502,0.55000126,0.466304325,0.868920639,0.303351664,0.666814545,0.220677543,0.151197398,0.109377286,0.31875548,0.589729541,0.247334656,0.431387317,0.534144758,0.125718686
1298,0.118803165,1.320865993,0.617030567,0.080078586,0.28254971,0.488342209,0.162616038,0.650753205,0.549842811,0.453371088,1.222103312,0.286669009,0.665871098,0.196264365,0.163381351,0.099724228,0.318422765,0.582054465,0.25582267,0.431171255,0.554636999,0.125972227
1299,0.117194728,1.325120089,1.053742565,0.080084953,0.264432831,0.49075832,0.185648389,0.616159515,0.549431056,0.444805517,1.511330083,0.277149826,0.665846528,0.179865611,0.178952249,0.095034008,0.318349218,0.511706159,0.258750349,0.431293308,0.485206668,0.127225955
1300,0.117252876,1.329418578,1.199792564,0.080091308,0.247359273,0.488132488,0.180566072,0.639369717,0.548350993,0.448759173,1.770064965,0.264371415,0.669776466,0.150729502,0.185027466,0.096079983,0.318168263,0.6020702,0.3351368,0.431420899,0.367928023,0.128755146
1301,0.11802108,1.333479418,0.875606322,0.079976118,0.23281083,0.486911022,0.157704127,0.606503707,0.547726137,0.436213607,1.331801481,0.260874508,0.674808292,0.138961762,0.15765602,0.098478031,0.317950254,0.466749622,0.420572978,0.431838132,0.321646533,0.129168012
1302,0.119305699,1.338126255,0.677607136,0.08003171,0.254187834,0.486775749,0.146516616,0.657519571,0.547079516,0.424495124,0.970774061,0.259313267,0.68950676,0.13693945,0.153736523,0.100354489,0.317908393,0.418257894,0.403851486,0.43104464,0.303281322,0.127782194
1303,0.119110333,1.342595308,0.3799122,0.079977909,0.250439859,0.487974237,0.15319643,0.628352467,0.546964126,0.448971279,0.885689883,0.259207686,0.703050483,0.140482439,0.144363048,0.101928347,0.317736172,0.435705186,0.313796973,0.430723833,0.315041383,0.128902327
1304,0.118847904,1.346705533,0.628124233,0.079932877,0.248387635,0.488076605,0.175794023,0.648223458,0.54748974,0.465762317,0.658890347,0.262000674,0.721090975,0.147692294,0.128871529,0.099625057,0.317527522,0.505577396,0.365697242,0.430066591,0.323288753,0.127958222
1305,0.121504011,1.352071457,0.825098024,0.079946931,0.237556401,0.490604891,0.186648532,0.690075446,0.547326755,0.439938499,0.676547933,0.284079242,0.725044495,0.144273303,0.131907838,0.097237644,0.317611235,0.585442258,0.373737354,0.429855762,0.352300755,0.128584891
1306,0.126355613,1.35864377,0.974661552,0.081014319,0.236191117,0.497433942,0.216310886,0.713006398,0.54716975,0.424422012,0.687586176,0.326183546,0.716407711,0.148479602,0.134108414,0.094043328,0.317534109,0.79720474,0.455422461,0.430204632,0.396283732,0.132586267
1307,0.13025528,1.368434756,2.271595223,0.083031562,0.238004441,0.506406572,0.311817259,0.765914577,0.546870056,0.430961413,0.715792556,0.352794896,0.709374499,0.151718462,0.13756842,0.089850288,0.317498958,1.261347161,0.455595133,0.430137075,0.436788948,0.148268231
1308,0.132054474,1.377758885,2.545206462,0.085091945,0.244426186,0.509159568,0.298153279,0.872590098,0.546577573,0.450713407,0.697127787,0.356741776,0.695311136,0.15774364,0.134564286,0.086878811,0.317195256,1.419757555,0.506145823,0.429954177,0.433469965,0.158321551
1309,0.136758622,1.382232641,2.61053092,0.085504524,0.24951308,0.509312745,0.305123188,0.966207521,0.546526196,0.495957263,0.685057563,0.345973162,0.680248422,0.174796879,0.143952753,0.087810634,0.316998991,1.509857435,0.379290177,0.429899192,0.432509838,0.192755137
1310,0.132978806,1.380970714,2.530793245,0.086007823,0.252614783,0.508731049,0.302821886,0.927075243,0.54633125,0.496185606,0.726704424,0.339183667,0.672356708,0.16648307,0.184024049,0.085819471,0.317131135,1.444360354,0.295171653,0.429785992,0.400328268,0.154410985
1311,0.126653698,1.380320648,2.064376246,0.091696648,0.250356498,0.507760007,0.311119288,1.000369753,0.546367629,0.507506585,0.67967792,0.299420004,0.666760025,0.164913496,0.136878162,0.083192301,0.316918397,1.678232981,0.258793328,0.429732778,0.357054549,0.147568013
1312,0.120382887,1.380535566,1.79297678,0.09434,0.243229246,0.502563078,0.195849273,0.96872305,0.546593716,0.465698888,0.614669375,0.275573942,0.663843021,0.16248405,0.131845225,0.082676503,0.316510534,1.762003999,0.24970193,0.429464475,0.297432001,0.200881847
1313,0.117491442,1.380078001,1.270616802,0.102211616,0.230625874,0.491897399,0.188817477,0.945664674,0.547284989,0.420184946,0.59015573,0.27388611,0.662727176,0.168149595,0.132963291,0.085435475,0.316349713,1.688457571,0.260013007,0.429389065,0.278117165,0.211811549
1314,0.117958473,1.384777239,0.795169586,0.101103561,0.223098039,0.490468843,0.135028001,0.872069577,0.54848831,0.39912218,0.590191133,0.274037839,0.662374087,0.161914039,0.137480007,0.086494773,0.316139317,1.464673149,0.283970332,0.429232484,0.27805714,0.229001499
1315,0.117488179,1.387652817,0.418532999,0.110868432,0.221409677,0.491955126,0.122034544,0.878978846,0.549283674,0.422127054,0.591055766,0.269916086,0.663987028,0.157554244,0.166737958,0.096755564,0.316090331,0.911090766,0.294519313,0.429255601,0.279458947,0.317074297
1316,0.117450327,1.391880649,0.448094456,0.117737479,0.223269597,0.492575944,0.122230222,0.948994622,0.54912484,0.445009609,0.593228384,0.269193107,0.662185271,0.158474374,0.188912768,0.116264177,0.315860175,1.167783165,0.284832021,0.429125725,0.278457757,0.31079601
1317,0.11769438,1.396919095,0.266129865,0.115548545,0.225454025,0.492213591,0.116985837,0.927617407,0.547532074,0.438067723,0.593364416,0.264167894,0.661995569,0.141249907,0.19288102,0.113072698,0.315741612,1.088691506,0.275354106,0.428893539,0.278410511,0.28398287
1318,0.117763981,1.401198413,0.231375265,0.105584568,0.229051307,0.491975448,0.116411814,0.949255711,0.546171266,0.455153469,0.590397912,0.25977987,0.662891138,0.141543132,0.214537771,0.096995839,0.315641362,0.933885917,0.242062055,0.428834228,0.276574045,0.29918543
1319,0.118262959,1.40391354,0.169210722,0.10495779,0.23035533,0.491959557,0.115790139,0.941045296,0.544919564,0.453061296,0.587379521,0.262187452,0.669262113,0.142037793,0.21040111,0.09559757,0.315679575,0.617176139,0.228441081,0.428696307,0.276375563,0.229723888
1320,0.117843437,1.407065681,0.15363212,0.119336548,0.229376153,0.492127277,0.115266905,1.053655941,0.544749455,0.494101015,0.58631741,0.266094388,0.669792362,0.148129949,0.196550904,0.093534241,0.315740748,0.470897838,0.226951857,0.428599354,0.275552205,0.239795408
1321,0.117229357,1.408091628,0.148256092,0.131057994,0.227377251,0.492848646,0.115193939,0.98861773,0.546311969,0.489053319,0.586001422,0.270050936,0.67235271,0.152371225,0.225386429,0.094290798,0.315594601,0.500110878,0.227770772,0.428536064,0.278486535,0.271469484
1322,0.117025287,1.41033078,0.145213267,0.128315673,0.229331042,0.496369312,0.117967144,1.028246976,0.545770635,0.538149756,0.58543149,0.278908005,0.669351278,0.154118914,0.346101208,0.096316821,0.31572857,0.517766378,0.230596036,0.428441459,0.281526255,0.288014031
1323,0.11748674,1.412628182,0.142747947,0.129620932,0.226000183,0.497996832,0.117013993,0.8722602,0.547240183,0.510658381,0.600412993,0.280338929,0.667776236,0.157210091,0.567107856,0.093424782,0.315376954,0.505746232,0.240612864,0.428331605,0.280977192,0.275800004
1324,0.118077835,1.414858232,0.143663829,0.12840235,0.226275281,0.496959432,0.115888783,0.832864208,0.548083142,0.539167227,0.602307208,0.274155768,0.666992847,0.154739286,0.604968409,0.094557224,0.315154551,0.537303941,0.263374265,0.428175041,0.282210329,0.222824174
1325,0.118836742,1.418243108,0.151353241,0.127453811,0.236350581,0.4986152,0.117622224,0.763074353,0.547708529,0.516819301,0.72422513,0.270436676,0.683144967,0.156821641,0.576767425,0.100213624,0.315031062,0.495721597,0.255021622,0.428039354,0.288360142,0.191407256
1326,0.121704106,1.422152522,0.170246286,0.136868182,0.265709012,0.497565468,0.118326305,0.670851352,0.548367928,0.539720144,0.683818962,0.269139125,0.682349823,0.151549773,0.421603892,0.100107096,0.314373139,0.548565905,0.248297916,0.427914151,0.29232501,0.145805739
1327,0.122938532,1.423464288,0.224045882,0.12505658,0.282204891,0.497512358,0.120447058,0.73412538,0.547501338,0.516636701,0.646080712,0.309106342,0.676673596,0.144251219,0.370259727,0.114063908,0.314284921,0.537888459,0.239481579,0.427864806,0.296854194,0.133950162
1328,0.122775361,1.425635342,0.261987142,0.121585476,0.27155472,0.497578539,0.12023323,0.818028109,0.546959772,0.49147348,0.64011791,0.315698345,0.677679505,0.136888597,0.426707836,0.109172422,0.314154392,0.494817743,0.2264714,0.427856262,0.309528739,0.134446274
1329,0.122921913,1.429400872,0.385656319,0.127635,0.244316973,0.498204836,0.126680681,0.865953098,0.545807473,0.486464412,0.679583375,0.337724664,0.674813951,0.137200504,0.479661141,0.105670268,0.314064554,0.462403952,0.226984447,0.42763723,0.323010336,0.135712144
1330,0.123599197,1.434628492,0.343316327,0.120204398,0.237914094,0.500529434,0.125900735,0.706392125,0.545002268,0.516003757,0.780832252,0.335345205,0.680007331,0.144663985,0.502037242,0.100293015,0.313468782,0.524676566,0.23995583,0.427658861,0.373204431,0.165035493
