time,AT,BE,BG,CH,CZ,DE,EL,ES,FI,FR,HR,HU,IE,IT,LT,LV,NO,PT,RO,SE,SI,SK
4391,1.286450055,0.839071027,0.183077661,0.539405084,0.365263759,1.753063991,0.071438305,0.33022236,1.12445614,0.536422661,0.261274444,0.683967898,0.169740099,0.454631032,0.687003349,0.262365895,0.6267605,0.592943144,0.462474412,0.619058317,0.446539756,0.65240532
4392,1.09559137,0.83841105,0.18836851,0.493927437,0.403930528,1.414793862,0.051698817,0.30726868,1.118860641,0.516408337,0.274778282,0.681506179,0.168703996,0.422727421,0.728136391,0.261811799,0.621687405,0.648592904,0.469348779,0.601196027,0.666681862,0.499726241
4393,0.965626127,0.837832274,0.208382267,0.472543813,0.413786405,1.462464771,0.047125667,0.311208382,1.117435973,0.509810037,0.285037711,0.683926957,0.168322621,0.407209166,0.740691991,0.262014334,0.621315838,0.683936247,0.490414959,0.610616156,0.699804659,0.441999376
4394,0.86202253,0.838695058,0.216194446,0.455922412,0.389682287,1.182096516,0.046428879,0.311435413,1.113777144,0.514794143,0.296981544,0.861564127,0.169908087,0.418266401,0.716521119,0.260245152,0.594401372,0.70903577,0.53606848,0.613865378,0.557862918,0.453582547
4395,0.808631346,0.838722672,0.212127883,0.461189473,0.375606416,1.13391997,0.045912797,0.30616764,1.113105948,0.498255786,0.348737161,1.121343124,0.171063922,0.413451479,0.701223533,0.258140199,0.563885829,0.605950775,0.557302558,0.621645859,0.53124772,0.452640195
4396,0.757463149,0.83906601,0.225351466,0.433976987,0.417997092,1.159537101,0.045912797,0.293421256,1.114216616,0.470008387,0.449104467,0.91452978,0.169955598,0.394420911,0.698437716,0.257198243,0.559589469,0.565443212,0.587966272,0.634361873,0.508408112,0.495882367
4397,0.730262353,0.839023283,0.21394201,0.420392637,0.419184773,1.08416981,0.046045189,0.279392232,1.116098102,0.422612774,0.360955001,0.819440567,0.177401264,0.384422769,0.721619432,0.258939388,0.557572936,0.466527507,0.542423359,0.647906892,0.483084161,0.504712504
4398,0.734532125,0.839078091,0.192707958,0.418066974,0.405789259,1.069904316,0.04550449,0.299974806,1.117446922,0.418829174,0.281065314,0.757013449,0.179643962,0.382984987,0.733888713,0.259455082,0.600658245,0.535505921,0.621560761,0.708644133,0.458107247,0.478401523
4399,0.749316868,0.839099128,0.190105802,0.417559831,0.373675566,1.058866719,0.046297743,0.338840664,1.138074953,0.498063302,0.315882677,0.910638081,0.192761957,0.40593074,0.736069186,0.261673867,0.590944968,0.577019197,0.572981474,0.649828073,0.720523374,0.449148357
4400,0.76665981,0.839029667,0.214933331,0.447877426,0.447068001,1.054759825,0.055957918,0.360141586,1.159352636,0.546798336,0.295331199,0.688664652,0.294589001,0.418925696,0.988642544,0.263742418,0.640970508,0.519326304,0.629024986,0.622430552,0.772503633,0.453793415
4401,0.738595237,0.843823838,0.230273242,0.523530831,0.434251931,1.040756827,0.057189076,0.343997105,1.180160763,0.547092212,0.294683107,0.663601856,0.210369856,0.428375355,0.806908084,0.271520637,0.625956037,0.48006097,0.562562119,0.604342924,0.697505417,0.449443348
4402,0.721324504,0.85118989,0.245415834,0.567013335,0.380244598,1.047283157,0.053400994,0.333455099,1.181270486,0.505232318,0.287654613,0.667466098,0.421224803,0.489688417,0.790076201,0.276680298,0.67342812,0.466883943,0.593771892,0.602955007,0.583247127,0.404668303
4403,0.716966174,0.852329068,0.356025202,0.568577657,0.364024262,1.039701753,0.052962049,0.300833315,1.154729239,0.452714492,0.283361976,0.677212382,0.196144402,0.54518862,0.758390674,0.276863007,0.613401544,0.444320971,0.92434319,0.577899443,0.522476238,0.362913814
4404,0.702036735,0.85525847,0.335065565,0.599291196,0.350162649,1.050689032,0.068984743,0.298180359,1.146130381,0.493025538,0.286830854,0.68499621,0.403104805,0.562282909,0.74998827,0.281651323,0.666545297,0.45067891,1.363125582,0.583930196,0.51136537,0.441051208
4405,0.688526625,0.854784181,1.098324493,0.639221135,0.351811912,1.036467818,0.242010201,0.30037195,1.136834797,0.485281727,0.275262826,0.683789319,0.434615324,0.677503489,0.813866741,0.277844418,0.599805816,0.47294644,1.138345336,0.617370263,0.482404456,0.447921064
4406,0.663629118,0.852654722,0.389341364,0.796747283,0.351596607,1.030106993,0.11488376,0.305445123,1.136586727,0.499215735,0.26808195,0.670581093,0.363288385,0.939435956,0.859921796,0.269893745,0.666375032,0.478381303,0.967263069,0.612574947,0.442873142,0.519038944
4407,0.653242939,0.887943164,0.247317213,0.683754955,0.359892998,1.059902759,0.075036976,0.301473451,1.132756943,0.486309263,0.254041362,0.668448293,0.309037527,0.79622239,0.842982266,0.269517569,0.583293347,0.485144875,0.850897993,0.616702348,0.402879827,0.524734858
4408,0.653327786,0.846064093,0.248230522,0.621570575,0.338585508,1.077089949,0.078484458,0.261154837,1.130570098,0.479422701,0.258300171,0.679472497,0.183015978,0.527845694,0.828839213,0.271187043,0.59158884,0.474319831,0.659033856,0.619932321,0.419502244,0.469710012
4409,0.641500098,0.835422252,0.299384022,0.580016714,0.320055704,1.03510573,0.049762749,0.25809591,1.134252147,0.463008632,0.251852279,0.678524961,0.171365042,0.473815111,0.80260281,0.270254237,0.541020339,0.479719036,0.53560204,0.631960768,0.400253489,0.403779018
4410,0.644019703,0.832672104,0.23421314,0.510803254,0.318604718,1.016434163,0.044560119,0.24992959,1.136822504,0.429080544,0.251107688,0.721775461,0.16927482,0.597926985,0.798532774,0.268795463,0.529234644,0.464136415,0.438493934,0.570541202,0.399458146,0.429166715
4411,0.64332054,0.834751025,0.25115384,0.456179021,0.32031395,1.008264548,0.045245003,0.29076423,1.133507093,0.462074066,0.252682494,0.72039649,0.169101903,0.415527534,0.749583137,0.276383831,0.522436273,0.518122125,0.580772324,0.567773893,0.402072752,0.408142605
4412,0.644643302,0.834751025,0.193870972,0.418530907,0.341610235,1.010527874,0.045245003,0.277958064,1.133573935,0.431481531,0.255708068,0.740683094,0.164386087,0.436488685,0.783541349,0.274631722,0.485760151,0.483526909,0.609781915,0.566580639,0.419506739,0.364183299
4413,0.649031506,0.834413337,0.178488404,0.405204639,0.345170321,1.006533226,0.045085137,0.256497264,1.126764521,0.442032519,0.250782048,0.693270263,0.163012442,0.44236393,0.799486229,0.300128459,0.472941396,0.47050988,0.503697358,0.564176441,0.396951608,0.342454061
4414,0.64966149,0.834304363,0.177852842,0.39998735,0.363134062,1.01574216,0.045321105,0.265828723,1.124232523,0.444241387,0.249699955,0.678754041,0.162661833,0.475492008,0.851213231,0.269959937,0.466564109,0.507950081,0.484525502,0.566219572,0.394791509,0.33281579
4415,0.648510531,0.834536893,0.179646982,0.400308731,0.346002466,1.007842449,0.045321105,0.291153186,1.118357813,0.435401972,0.249731565,0.699654528,0.162938132,0.511201538,0.74257457,0.266811574,0.467743724,0.441059841,0.425079043,0.578071115,0.39945274,0.32115978
4416,0.648213939,0.837250746,0.179165433,0.401136083,0.347119288,1.004768909,0.045307998,0.370041012,1.116088804,0.453611559,0.249848886,0.717169966,0.16255983,0.556056389,0.72829869,0.269068336,0.47865565,0.463151721,0.442861725,0.58320776,0.398497683,0.316928021
4417,0.647662875,0.848125661,0.178073466,0.410745797,0.398182532,1.005391381,0.045307998,0.352699609,1.116553952,0.47280283,0.248697071,0.726881606,0.162409283,0.567410111,0.699756921,0.275296765,0.486751397,0.489783596,0.449465736,0.587288918,0.40713092,0.371533976
4418,0.648224511,0.856984665,0.177832368,0.420283277,0.595537205,1.005964864,0.045307998,0.337887823,1.124455213,0.458786805,0.249281809,0.750942301,0.162779066,0.587507025,0.691583955,0.273823478,0.488757128,0.511385009,0.442008007,0.590367058,0.433442522,0.340884171
4419,0.654911101,0.854110231,0.178006583,0.425015503,0.69770389,1.0019511,0.045280428,0.285107815,1.131542911,0.481253314,0.248885781,0.747556607,0.162670854,0.568115862,0.746741237,0.263455853,0.487977502,0.482673899,0.464558332,0.58729775,0.426995422,0.31580519
4420,0.646479401,0.860801801,0.177846787,0.428080343,0.427301284,0.999708017,0.045280428,0.286431956,1.129821998,0.43347884,0.248795499,0.753947466,0.162500317,0.535692723,0.797844204,0.25729221,0.491145259,0.488362415,0.479057761,0.58531644,0.4103155,0.372630557
4421,0.647828484,0.853805599,0.190058789,0.428060169,0.685746964,1.001968307,0.045465057,0.305948538,1.133799913,0.460636805,0.258774695,0.706430251,0.163902717,0.558263824,0.882914632,0.254193769,0.500551109,0.496508025,0.510116991,0.592046123,0.447744199,0.425760212
4422,0.669637385,0.847288897,0.223769263,0.432824222,0.772300644,1.000696922,0.045449626,0.332662135,1.156934948,0.541282737,0.264529824,0.672519445,0.16457519,0.577406361,0.933859972,0.251591823,0.497975303,0.534627709,0.519484365,0.584064818,0.476523275,0.460981191
4423,0.644216778,0.862734803,0.227902822,0.43590252,0.775026513,1.003605835,0.046766899,0.334779576,1.147253558,0.464780405,0.268284265,0.743887422,0.167382555,0.493412278,1.343035805,0.247928742,0.501664662,0.536506556,0.596705432,0.589321548,0.496297741,0.490427119
4424,0.646523767,0.848152689,0.209597411,0.426299459,0.335243134,1.000171839,0.049620167,0.290834676,1.147294705,0.436209649,0.289719331,0.704688887,0.182120981,0.498598623,1.447677633,0.250555828,0.519811795,0.569823959,0.839265147,0.59265936,0.586180823,0.535007591
4425,0.661397906,0.861892036,0.240573139,0.507722425,0.317669777,0.999290392,0.04951599,0.283652564,1.158688996,0.529562412,0.29902543,0.667666525,0.204312325,0.48734637,0.922874415,0.256264801,0.523468118,0.550722858,0.863077957,0.605958393,0.615256421,0.509821528
4426,0.716869623,0.861585336,0.271410945,0.581736375,0.318109965,1.002688416,0.049456063,0.286707127,1.161894411,0.610363257,0.304557954,0.664219991,0.222306,0.498505736,0.810512429,0.262556668,0.534471691,0.573096688,0.809428189,0.615185218,0.62029825,0.458907976
4427,0.734785159,0.841781744,0.277059245,0.623890038,0.312638468,1.000270501,0.049357026,0.30169501,1.168115225,0.62184195,0.302278191,0.675028889,0.17625171,0.480447535,0.767060544,0.267687869,0.549555804,0.556350729,0.549174002,0.629790754,0.605625193,0.462275906
4428,0.738653922,0.847992332,0.317817447,0.654829749,0.3136251,1.000572899,0.050416147,0.369611963,1.186687882,0.58109033,0.303856915,0.6833952,0.165857419,0.48745663,0.772631393,0.267149587,0.577594855,0.631948915,0.45784833,0.64335172,0.623188573,0.436073543
4429,0.729962901,0.884558126,0.317114991,0.657186729,0.312363099,1.002544172,0.050604873,0.33713495,1.176236154,0.61556621,0.295189391,0.691538086,0.171273395,0.467990955,0.756489275,0.311837414,0.634960206,0.649060606,0.487436926,0.627054974,0.609367661,0.438837387
4430,0.698827857,0.865598064,0.329984108,0.774040824,0.313543216,0.997864127,0.082859533,0.310572623,1.167804124,0.550770127,0.28186673,0.679194324,0.170592261,0.485319106,0.72243136,0.270254624,0.625579261,0.670224148,0.470208268,0.622077051,0.570708013,0.453745111
4431,0.701582453,0.849577491,0.720813921,0.675517036,0.315003897,0.993863029,0.08744992,0.480874203,1.184006458,0.77897232,0.263592024,0.672954881,0.178454591,0.466704729,0.726825275,0.266247216,0.679129919,0.617276023,0.507452328,0.623577488,0.500083026,0.480968635
4432,0.669700754,0.838687146,0.25664321,0.627444626,0.314675183,0.991985819,0.051752829,0.631235416,1.157782147,0.806948537,0.247797376,0.688951298,0.211970827,0.460726133,0.712467909,0.268231235,0.632206077,0.543565408,0.503751558,0.613443353,0.428786075,0.498220226
4433,0.651084019,0.838782295,0.268579278,0.573040267,0.314231782,0.994502093,0.05321394,0.536131216,1.166433487,0.765518553,0.247297866,0.753469078,0.17367463,0.458190451,0.681116914,0.260680488,0.562900239,0.487131349,0.544853841,0.592758973,0.409376836,0.403680512
4434,0.642614344,0.832340621,0.207808017,0.525059092,0.315746283,0.989385451,0.044456776,0.663968869,1.185190067,0.5850458,0.246498946,0.749559449,0.166408807,0.411026429,0.673009455,0.256321674,0.539489511,0.487349486,0.497527287,0.577826055,0.400572558,0.383038544
4435,0.641105192,0.830626814,0.253276395,0.459119696,0.321988056,0.988352486,0.057701239,0.310512232,1.322550382,0.490472412,0.250990118,0.720081629,0.16280843,0.382145655,0.667711434,0.252445211,0.53158824,0.479031687,0.460719313,0.563824815,0.418321684,0.36391307
4436,0.638937998,0.830546561,0.184652316,0.405722981,0.377925536,0.987355189,0.04458811,0.283251364,1.213440625,0.477526548,0.248327866,0.754283046,0.163037779,0.38241144,0.660857552,0.256062927,0.492552951,0.464060341,0.447964142,0.559786312,0.414093159,0.359617357
4437,0.64909249,0.830544191,0.177801069,0.392840334,0.382763037,0.986783132,0.044175364,0.345802679,1.224335583,0.638092353,0.24799368,0.695162137,0.162565265,0.38090829,0.660312382,0.248907885,0.481825772,0.450360086,0.477392115,0.558045598,0.408188907,0.409418162
4438,0.653935668,0.830457391,0.178669306,0.387967815,0.328044623,0.99660171,0.044204352,0.377106879,1.207334323,0.782261513,0.246919055,0.722784651,0.161878179,0.38693288,0.658751781,0.248686593,0.472909497,0.489574323,0.472132727,0.561264019,0.397767437,0.436717555
4439,0.661525223,0.830529591,0.179445305,0.386636238,0.328793617,0.991417211,0.044077869,0.490256994,1.33160375,0.842457643,0.246706845,0.686237595,0.161855326,0.37282541,0.658308289,0.249126891,0.475281089,0.480718172,0.470875586,0.565387049,0.396054135,0.464431918
4440,0.669642847,0.83029206,0.179120833,0.38614546,0.33249918,0.982611046,0.044078952,0.642291028,1.281920699,0.702403423,0.246188132,0.696843162,0.161599745,0.375387923,0.658947473,0.249672751,0.479446971,0.537448231,0.500583895,0.564895788,0.396310857,0.462254737
4441,0.661549568,0.830348947,0.177665754,0.386740751,0.353686559,0.982916147,0.044076116,0.608622042,1.395175301,0.7514156,0.246285196,0.728934325,0.161723161,0.383571249,0.658352722,0.258498421,0.491647174,0.592163444,0.480761432,0.570782947,0.398114722,0.386684221
4442,0.651905732,0.829540407,0.177726253,0.386765206,0.378265327,0.981555506,0.044058529,0.489129799,1.190462779,0.70788576,0.24606487,1.131992744,0.161142934,0.384314572,0.663167085,0.26265302,0.497642821,0.744065916,0.495134397,0.571201919,0.398948545,0.402722631
4443,0.636171322,0.829633149,0.177028461,0.384361251,0.729633737,0.98491783,0.044672176,0.322477492,1.363328659,0.539284906,0.247644155,0.975181018,0.160961056,0.38851501,0.671255554,0.27254307,0.498152198,0.557234313,0.453891878,0.575685677,0.41661786,0.402482556
4444,0.636951234,0.830382077,0.182107772,0.384258728,1.275958915,0.979564054,0.044320209,0.340845842,1.331874745,0.511460068,0.292777493,0.748049338,0.16083853,0.403285835,0.671132171,0.251923951,0.504874445,0.546236379,0.475404352,0.575571979,0.593100405,0.35934808
4445,0.634724144,0.829897546,0.180659394,0.384884328,0.789345215,0.976733243,0.044986904,0.311215348,1.458803089,0.531835392,0.294232147,1.034312574,0.160652788,0.392415972,0.741865712,0.24956234,0.515557759,0.541269777,0.483560324,0.577432047,0.592840482,0.384620505
4446,0.659906595,0.829023098,0.183495214,0.389953911,0.33487634,0.972058544,0.04610557,0.293818608,1.27000087,0.541109123,0.309861992,1.098166581,0.161122084,0.379698313,0.735914228,0.248295587,0.520305535,0.457894522,0.486906765,0.579226554,0.66981439,0.376049969
4447,0.648095159,0.83078479,0.21082508,0.391064044,0.313823111,0.976005793,0.045157936,0.336879464,1.165588543,0.634989337,0.32027373,1.035301305,0.161363414,0.393904429,0.6738904,0.246503066,0.527810832,0.432163568,0.492922101,0.576054103,0.68892128,0.416909394
4448,0.66149729,0.842742322,0.208813291,0.414705577,0.314492872,0.986156301,0.047795652,0.386903093,1.17939518,0.64999594,0.377347431,0.839967387,0.161031347,0.414185578,0.678924467,0.246220181,0.53230201,0.4241117,0.503484181,0.579004202,0.924734828,0.381393497
4449,0.679211416,0.865596406,0.218457206,0.553630254,0.316421735,1.001679941,0.058493208,0.334559761,1.192410045,0.575319491,0.395186098,0.920564664,0.161220084,0.419013823,0.685626892,0.249711856,0.554028399,0.436643093,0.523253606,0.590361715,1.06359974,0.416859257
4450,0.809381676,0.85341598,0.250872498,0.974526826,0.315429952,2.073730183,0.067480285,0.357530265,1.192928884,0.574689703,0.378261256,1.080456526,0.162009193,0.452595891,0.696861129,0.253606505,0.559175724,0.451014572,0.539891194,0.602093624,0.948570478,0.434037021
4451,1.160724689,0.859601614,0.293480615,1.017762292,0.314000101,1.052179583,0.077493228,0.307317053,1.159929586,0.603678571,0.375078403,0.728752036,0.161551756,0.498347575,0.687952907,0.256553536,0.582953671,0.446999974,0.442288693,0.616254579,0.903805569,0.47757859
4452,1.185885021,0.863956841,0.303800034,0.851666612,0.326735859,1.030947387,0.060988288,0.641880021,1.157634973,0.756044894,0.33493551,0.90983279,0.160398961,0.709113707,0.685286488,0.258453905,0.580719065,0.442692825,0.411111993,0.641902566,0.741746389,0.476154204
4453,1.21433159,0.851476778,0.295683131,1.038916759,0.343816265,1.958410428,0.062651758,0.528740602,1.162723199,0.764809916,0.29673421,0.81198961,0.160492609,1.098891288,0.682595096,0.256396855,0.587989352,0.451199874,0.385461107,0.649312833,0.602349616,0.475775399
4454,1.099501029,0.848430627,0.296040037,1.203450744,0.355961799,2.209660907,0.073469275,0.697448736,1.173596325,0.783703559,0.274132496,0.926117001,0.160341319,2.142739193,0.683990794,0.25844577,0.598211165,0.551650254,0.390975228,0.650885253,0.518038525,0.44274561
4455,1.100866295,0.838048923,0.23292662,1.135021081,0.327344263,1.648016426,0.067023709,0.755755943,1.240859045,0.737351724,0.260132052,0.975052674,0.159600117,1.216340805,0.693043723,0.261709276,0.617411994,0.564434945,0.399126195,0.656007895,0.47690881,0.452237555
4456,1.246684885,0.831214295,0.431030491,1.210654746,0.322622252,1.665614516,0.0627757,0.494461366,1.197466326,0.565840864,0.254298257,1.043947606,0.160897701,0.696671957,0.694089222,0.266516351,0.640096847,0.622330882,0.417101481,0.680815328,0.569543781,0.483303521
4457,0.871108321,0.832230553,0.280088044,0.947297406,0.315143432,1.059415987,0.061932565,0.368592532,1.169602473,0.533075939,0.252710735,1.106919772,0.16074885,0.507701094,0.702386432,0.265121354,0.607016024,0.518948047,0.412509106,0.675493519,0.492359638,0.490033859
4458,0.735428887,0.83391408,0.196911743,0.721986979,0.317041422,0.984617864,0.053466735,0.357828656,1.157829236,0.574970738,0.262517714,0.914617504,0.159928487,0.502030833,0.765547137,0.262174242,0.527048431,0.534876875,0.39105449,0.703072438,0.518384817,0.454530625
4459,1.144851997,0.830131879,0.229205107,0.775822666,0.328860148,1.382252577,0.072548295,0.288129691,1.164650914,0.609755655,0.307207003,0.853763872,0.159707675,1.045323049,0.833018601,0.259432121,0.526516183,0.534696109,0.418381813,0.649188832,0.74155824,0.421883684
4460,1.116493605,0.824881296,0.20478782,0.587394312,0.324254423,1.29089277,0.054371837,0.274599721,1.217952882,0.595066212,0.298948843,0.764317762,0.159884333,0.877309487,0.724883596,0.259870716,0.49811986,0.554886284,0.408793813,0.682634494,0.718779381,0.401657296
4461,1.225619812,0.824788411,0.193649822,0.548730779,0.320271044,1.164212171,0.060095812,0.291692942,1.189027743,0.559019831,0.344068642,0.697424453,0.159930197,0.512445801,0.733103999,0.25734978,0.498447639,0.778380063,0.394544823,0.813659179,0.936565568,0.3948242
4462,1.055583321,0.824765638,0.184361409,0.496075112,0.342596084,1.131037764,0.051403732,0.311968153,1.15848232,0.591228824,0.306374275,0.673646401,0.159813776,0.445887684,0.727626241,0.266575841,0.516382308,0.516046283,0.415883891,0.839042515,0.7852478,0.397427347
4463,0.809754806,0.824765638,0.191574643,0.453163807,0.339065763,1.064915879,0.050760248,0.26266786,1.148714608,0.562846237,0.267407222,0.698701668,0.160496817,0.398081439,0.710751397,0.270345039,0.544796265,0.50674258,0.392904704,0.882102919,0.736741503,0.410413648
4464,0.743806706,0.823638494,0.219003245,0.404518971,0.449278005,1.133126778,0.054840515,0.291897513,1.192445082,0.580322039,0.268767493,0.771767557,0.160329052,0.391335751,0.730125593,0.270878794,0.569111062,0.529888357,0.38522739,0.883313487,0.689645328,0.334854561
4465,0.713093155,0.823623667,0.234562012,0.394606638,0.338327492,1.09644226,0.059371805,0.28651061,1.246498801,0.529236977,0.252631188,0.751284308,0.160094734,0.361807078,0.684462391,0.261908729,0.560989346,0.652830417,0.371433537,0.797139067,0.498586049,0.318105041
4466,0.698287616,0.823729688,0.232530455,0.395114154,0.334068468,1.090037789,0.055150201,0.305332004,1.193838444,0.488593165,0.2454716,0.745242745,0.161320124,0.366073777,0.697997374,0.272569617,0.550203651,0.741997191,0.375426315,0.744293878,0.434863374,0.280578539
4467,0.685747135,0.823335147,0.201805563,0.409012113,0.321536264,1.091448972,0.053311193,0.319359126,1.160930846,0.445128232,0.249378672,0.736502238,0.182690147,0.357808954,0.721308118,0.302172176,0.550170258,1.373730684,0.372902914,0.705365181,0.425393644,0.282436264
4468,0.704672458,0.822702483,0.231166048,0.418788969,0.318664169,1.102418206,0.054043931,0.351950801,1.161214078,0.435013075,0.262850777,0.719012715,0.230012913,0.364090822,0.721718538,0.277705167,0.548510817,1.523747072,0.384835201,0.693587013,0.476177806,0.307905749
4469,0.721191708,0.822651974,0.210021092,0.420789754,0.321824961,1.07214282,0.057800286,0.348638768,1.159174604,0.433673377,0.286237271,0.722397621,0.160524047,0.356841328,0.717406154,0.271612451,0.548480598,0.747992211,0.387743061,0.690925764,0.563151976,0.300919491
4470,0.765919838,0.822629875,0.243654819,0.428093041,0.319126601,1.182030847,0.057215936,0.293259449,1.160899428,0.423029269,0.308350928,0.745250834,0.160283364,0.36678588,0.697610696,0.26900403,0.532790957,0.42257044,0.384270172,0.741146305,0.638065142,0.317276468
4471,0.757498858,0.833383192,0.331604939,0.424544658,0.36870043,1.089141768,0.065886014,0.294354801,1.168304822,0.414217643,0.327754234,0.726347924,0.160893449,0.363657016,0.745013033,0.26301656,0.542438425,0.508200223,0.414659438,0.750839107,0.570211428,0.339732035
4472,0.732596283,0.845472412,0.305039385,0.446937498,0.33272397,1.079468837,0.104019668,0.302147537,1.161934836,0.420536478,0.335262235,0.734628953,0.161600282,0.361950816,0.722758444,0.257243458,0.525006293,0.499685821,0.49181035,0.71204017,0.523277906,0.349506388
4473,0.715766508,0.842931848,0.411594456,0.54178387,0.321680603,1.068463426,0.119488266,0.268824963,1.151765091,0.439107606,0.330888612,0.714480288,0.161474454,0.41810509,0.69874775,0.256013912,0.513255289,0.588068324,0.411931235,0.705860194,0.571662372,0.363730554
4474,0.731551511,0.825002736,0.495301747,0.603876496,0.318990768,1.075884637,0.08532893,0.270357098,1.14973935,0.473340315,0.357463587,0.692996762,0.161054377,0.402761448,0.997810089,0.254728268,0.505498506,0.581227463,0.39960485,0.724237642,0.697620092,0.329085434
4475,0.784568627,0.822864811,0.995546324,0.677537965,0.317205823,1.166240214,0.138580983,0.28035856,1.169480228,0.453012976,0.357101714,0.708112399,0.160882982,0.401325754,1.52771476,0.25705966,0.505307183,0.437778704,0.412792056,0.740310629,0.698047846,0.326958325
4476,0.78315651,0.821681193,0.757936247,0.700527401,0.317353423,1.139686004,0.090866162,0.279690749,1.161667464,0.457640764,0.595852412,0.688710615,0.161078788,0.419752743,2.446847861,0.268785895,0.509097493,0.418611691,0.456826356,0.732086965,0.671012547,0.310688532
4477,0.77815165,0.819143435,1.520719209,0.723891993,0.321973462,1.12077457,0.147727192,0.293909163,1.380797067,0.457734661,0.970490465,0.698864158,0.161119315,0.4894526,1.048946177,0.309631655,0.508923452,0.452748834,0.44429766,0.726254866,0.612529648,0.305690225
4478,0.750402266,0.81873129,1.888902582,0.888301101,0.336093705,1.13241636,0.260464474,0.40603474,1.203655754,0.442951782,0.722044663,0.860857648,0.158840904,0.469797741,0.88746265,0.353477221,0.507504686,0.559157123,0.431508316,0.737379744,0.636681878,0.306417645
4479,0.724000862,0.818982541,1.318801829,0.836081242,0.343708968,1.037741269,0.281127849,0.388186984,1.270628455,0.434629759,0.371524594,0.717121069,0.158452489,0.421453313,0.695012281,0.293020994,0.519130661,0.603172803,0.407095812,0.711466468,0.511514132,0.318823656
4480,0.77916547,0.819456006,0.405665304,0.766215225,0.373298377,1.012457308,0.150375966,0.346971401,1.257395001,0.428108236,0.330750646,0.670668772,0.158571364,0.383429211,0.703987816,0.275853454,0.507618847,0.857742001,0.586305582,0.694162572,0.912165963,0.333316494
4481,0.737018729,0.819456006,0.249149761,0.559263953,0.394433169,0.995885987,0.192753541,0.378481177,1.247263822,0.425520241,0.30201257,0.685284574,0.159035115,0.374432127,0.716877107,0.296136186,0.496000459,0.582750836,0.552929171,0.668642625,0.875461865,0.325493012
4482,0.6602868,0.818377401,0.202375673,0.542258422,0.413233065,0.968266535,0.224765317,0.374580578,1.217468853,0.43727935,0.265098074,0.696232285,0.158541389,0.366364872,0.697444667,0.267951339,0.48962627,0.408946938,0.52546335,0.648841837,0.610545062,0.338358168
4483,0.654789285,0.817418951,0.217157801,0.454748088,0.43595861,0.95662044,0.083255167,0.330524481,1.185764269,0.432068931,0.277525929,0.744315182,0.15962651,0.372648249,0.736421735,0.265946491,0.473705996,0.410300513,0.570366374,0.656631095,0.535556818,0.348092934
4484,0.647993414,0.817418951,0.206322949,0.404141359,0.422103256,0.94858863,0.064911335,0.373963505,1.170803667,0.443028344,0.262723186,0.669423386,0.159579907,0.365033964,0.71071391,0.264444626,0.466954498,0.402686114,0.67600844,0.645779562,0.483493785,0.346776244
4485,0.647565853,0.816813228,0.19823821,0.374862672,0.40160173,0.94199186,0.046099625,0.338421094,1.15491611,0.435665763,0.240847211,0.67525102,0.160225432,0.365471044,0.707459235,0.260408549,0.474178263,0.422899063,0.723344608,0.650605429,0.402540816,0.491414952
4486,0.641860235,0.816813228,0.210751948,0.374685341,0.346126458,0.946757938,0.059554993,0.346488779,1.146851299,0.430640445,0.239010101,0.659787303,0.161488398,0.365310981,0.697068247,0.25906148,0.479436869,0.433244976,0.750960615,0.644224357,0.396122463,0.370478446
4487,0.638414063,0.816802688,0.198635354,0.373558483,0.32649486,0.936184534,0.1164953,0.271695072,1.142211403,0.427138311,0.238672955,0.66689247,0.162501434,0.376105704,0.677196377,0.264142451,0.486805712,0.454195616,0.640865434,0.624864596,0.402774995,0.320454482
4488,0.630437933,0.816821571,0.247005631,0.372128994,0.316478038,0.934863715,0.071697246,0.293450782,1.159753956,0.432905145,0.238493585,0.684961999,0.161827832,0.367083349,0.681606342,0.265602212,0.496997758,0.533235302,0.43665571,0.616631515,0.395592395,0.295917442
4489,0.621275811,0.815838772,0.209016172,0.372406916,0.315378064,0.938422193,0.051309376,0.263306938,1.159392978,0.437082066,0.238359089,0.684691268,0.173731221,0.36952745,0.677299137,0.272762498,0.504622786,0.605021659,0.437726558,0.615520667,0.398153053,0.276497811
4490,0.61751275,0.815692328,0.175094227,0.372914951,0.313639889,0.932808001,0.051182856,0.294069237,1.180084942,0.422332298,0.238174473,0.746166178,0.164001778,0.38669516,0.708415205,0.290887042,0.511693881,0.640194672,0.471345168,0.611869908,0.391470992,0.267600571
4491,0.613557115,0.815692328,0.198898409,0.372075487,0.338407229,0.931982938,0.043762743,0.290301819,1.166388806,0.411466571,0.238528771,0.702037269,0.162478342,0.368439028,0.712276619,0.280307033,0.514432001,0.561162763,0.507137633,0.607721984,0.390810244,0.272481615
4492,0.61387196,0.815663109,0.214315094,0.378699258,0.431447128,0.931310768,0.04318079,0.298976508,1.158939942,0.396626259,0.242420747,0.76265582,0.166803576,0.361496394,0.726393937,0.26728564,0.513240052,0.619586772,0.558253501,0.604893963,0.406619322,0.275123468
4493,0.612658478,0.815663109,0.224974754,0.372512703,0.533934239,0.933190304,0.043562529,0.31178864,1.164990923,0.389944302,0.244516484,0.752886358,0.161664846,0.357362144,0.698486043,0.253224699,0.502636165,0.528612786,0.654046035,0.607839227,0.410995831,0.268496567
