time,BE,BG,CH,CZ,DE,ES,FI,FR,HU,NL,RO,SE,SI,SK,UK
7283,0.7062510516574122,0.9077,0.7365839040668568,0.9058910891089109,0.8896682887121126,0.7981590807216576,0.9940404800880186,0.6557265955518383,0.8048229702209826,0.964575378643248,1.0,0.9059436240749932,0.9376436781609196,0.9261855670103092,0.758607976461534
7284,0.7060407201749959,0.9077,0.7361798636628165,0.9056435643564356,0.8865658587236347,0.7981854938225558,0.9945434064059423,0.6542918762288226,0.8205589639517129,0.9644467778202028,1.0,0.9055327917746101,0.9376436781609196,0.9260824742268042,0.7582765945739129
7285,0.7063351842503787,0.9077,0.7355115339580207,0.904108910891089,0.8834263429367963,0.7979623686238637,0.9948312780750783,0.6527464444371083,0.8338344060091076,0.9647042446226295,1.0,0.9059591047975324,0.9379310344827587,0.9276288659793813,0.7572235247309413
7286,0.7063351842503787,0.9077999999999999,0.7356059857393981,0.9035643564356436,0.8815010179048889,0.7978499617108386,0.995119149744214,0.6528330409914533,0.8435968578629176,0.964575378643248,1.0,0.9060396184021948,0.9376436781609196,0.9294845360824742,0.75741663430751
7287,0.7060407201749959,0.9077999999999999,0.7357245745327571,0.9030693069306931,0.8848873590719023,0.7977392434251717,0.9953351306872538,0.6512265786326009,0.8475775676569409,0.9644467778202028,1.0,0.90592966117905,0.9376436781609196,0.9292783505154638,0.7573545041177246
7288,0.7062931179538954,0.9079,0.73536880815268,0.9026237623762376,0.8973645821786762,0.7978252372372987,0.995837748240427,0.652344625584246,0.8500917813248627,0.9644467778202028,1.0,0.9059582481195132,0.9376436781609196,0.930103092783505,0.7571538437854977
7289,0.7063772505468618,0.9077999999999999,0.7362522746987615,0.9026237623762376,0.9032098713782366,0.7980135061983016,0.9960537291834666,0.6575822691141632,0.8470152416613823,0.964575378643248,1.0,0.9058482054723145,0.9376436781609196,0.9320618556701031,0.757013765044906
7290,0.7067558472152112,0.9077999999999999,0.7365648380234802,0.9032673267326732,0.8999641470330136,0.798120847229252,0.996484764775294,0.6605221201799629,0.8490028737381307,0.9842910780196004,1.0,0.9061217051741103,0.9382183908045978,0.9348453608247421,0.7573592803041379
7291,0.7076392394413596,0.9077999999999999,0.7368100612808588,0.9032673267326732,0.8967518203776009,0.798284391716715,0.9967723276796793,0.6631854647051157,0.8488992137293522,0.9880284565779984,1.0,0.9064197101749125,0.9385057471264368,0.9349484536082475,0.7574119064102155
7292,0.7081019687026755,0.9077999999999999,0.7368934926895199,0.9028217821782178,0.8907340631645659,0.7984198344759216,0.9970601993488151,0.6594066331824935,0.849162876680308,0.988285658224089,1.0,0.9064441694442225,0.9382183908045978,0.9350515463917526,0.7573979206073502
7293,0.7086067642604745,0.9077999999999999,0.7379578171276956,0.9030693069306931,0.8873291632674208,0.7985833789633847,0.9974912349406425,0.6549158799006196,0.8490073565874487,0.9882859233804251,1.0,0.9065852287972648,0.9379310344827587,0.9355670103092784,0.7573212501865113
7294,0.708859162039374,0.9077999999999999,0.7382191317263953,0.9031188118811881,0.8875132047359904,0.7985833789633847,0.9974193442145463,0.6511672443771024,0.8489263963686507,0.9882859233804251,1.0,0.9066099575694683,0.9382183908045978,0.9378350515463918,0.7572703077290065
7295,0.7091536261147569,0.9077999999999999,0.7381005429330363,0.9031683168316832,0.8882124360157103,0.7986659955207953,0.9974193442145463,0.6443545316105944,0.8484014872302493,0.9880284565779984,1.0,0.9063960155641746,0.9387931034482759,0.9389690721649485,0.7573495085300308
7296,0.7091115598182737,0.9093,0.7383457661904148,0.9031188118811881,0.8923305391281279,0.7987486120782059,0.997563125666739,0.6383164778065937,0.8371379134379104,0.9878990602859447,1.0,0.9063530694665506,0.9385057471264368,0.9391752577319588,0.7571705551338154
7297,0.7090274272253071,0.9391,0.7381085886036968,0.9033663366336633,0.8930587604154153,0.7988346058903331,0.9977062895894303,0.6334902765749403,0.8130781366595103,0.9884142590471342,1.0,0.9066083911573916,0.9385057471264368,0.9454639175257732,0.7558626242539175
7298,0.7088591620393742,0.953,0.7379899998103376,0.9034158415841584,0.8931938759203073,0.7989998390051543,0.9977062895894303,0.6306422916767599,0.8017905615524927,0.9886714606932248,1.0,0.9073444262706808,0.9385057471264368,0.9458762886597938,0.7551117485807513
7299,0.7088170957428909,0.9535,0.7378553196756575,0.9033168316831682,0.8920705750762462,0.798945324176,0.9976347076280847,0.6276013113222014,0.8017113577685275,0.9885431250265156,1.0,0.9077527433416834,0.9382183908045978,0.9477319587628866,0.7551512828991584
7300,0.7087329631499243,0.9535,0.7379658627983561,0.9035148514851485,0.8923266513081712,0.7989155338203855,0.9977781803155267,0.6258281463373877,0.792885201462773,0.9886714606932248,1.0,0.9079767854591264,0.9385057471264368,0.952680412371134,0.7555540506020858
7301,0.7090694935217904,0.954,0.7378553196756575,0.904108910891089,0.893334003492345,0.798998150377796,0.9978500710416229,0.6262091913092369,0.7799827739468415,0.98880006151627,1.0,0.9078201093142602,0.9385057471264368,0.959381443298969,0.7555074515277298
7302,0.709490156486623,0.9564999999999999,0.7377367308822985,0.9042574257425743,0.8953919627704575,0.798971737276898,0.9976350163928351,0.634166860229109,0.7744276070493928,0.9891858639854059,1.0,0.9076035600201935,0.9385057471264368,0.9597938144329896,0.7552814280726519
7303,0.7094480901901397,0.9612999999999999,0.737728685211638,0.9042079207920792,0.8975343825074645,0.7988891207194874,0.9977781803155267,0.6364631990068059,0.7744813910064444,0.9886714606932248,1.0,0.9075789626617944,0.9382183908045978,0.9573195876288659,0.7550732012449298
7304,0.7093639575971732,0.9646000000000001,0.7376774364856191,0.9045544554455445,0.9037707626636262,0.7987205103499496,0.9977779489914147,0.6390936223870394,0.7742708264585623,0.98880006151627,1.0,0.9073432933345918,0.9408045977011495,0.9568041237113402,0.7548745642466427
7305,0.7090694935217904,0.9692999999999999,0.7378633653463181,0.9045544554455445,0.9049450742417522,0.7986924086216933,0.9977784890802773,0.6429656586457779,0.7739816078454077,0.9889286623393153,0.9986538461538461,0.9073095446414013,0.9465517241379311,0.9572164948453608,0.7524222706599681
7306,0.7086908968534411,0.9751,0.7379226597429976,0.904108910891089,0.9049720986255645,0.798637893792539,0.9977784890802773,0.6444504826577042,0.7735559770525768,0.9891858639854059,1.0,0.9074129050736008,0.9514367816091955,0.9610309278350515,0.7439321887401824
