node,year_construction,capacity_existing
AT,2004,0.003859591121875376
AT,2005,0.003859591121875376
AT,2006,0.003859591121875376
AT,2007,0.003859591121875376
AT,2008,0.003859591121875376
AT,2009,0.003859591121875376
AT,2010,0.003859591121875376
AT,2011,0.003859591121875376
AT,2012,0.003859591121875376
AT,2013,0.003859591121875376
AT,2014,0.003859591121875376
AT,2015,0.003859591121875376
AT,2016,0.003859591121875376
AT,2017,0.003859591121875376
AT,2018,0.003859591121875376
AT,2019,0.003859591121875376
AT,2020,0.003859591121875376
AT,2021,0.003859591121875376
BE,2004,0.005072686229927564
BE,2005,0.005072686229927564
BE,2006,0.005072686229927564
BE,2007,0.005072686229927564
BE,2008,0.005072686229927564
BE,2009,0.005072686229927564
BE,2010,0.005072686229927564
BE,2011,0.005072686229927564
BE,2012,0.005072686229927564
BE,2013,0.005072686229927564
BE,2014,0.005072686229927564
BE,2015,0.005072686229927564
BE,2016,0.005072686229927564
BE,2017,0.005072686229927564
BE,2018,0.005072686229927564
BE,2019,0.005072686229927564
BE,2020,0.005072686229927564
BE,2021,0.005072686229927564
BG,2004,0.0022530306179675695
BG,2005,0.0022530306179675695
BG,2006,0.0022530306179675695
BG,2007,0.0022530306179675695
BG,2008,0.0022530306179675695
BG,2009,0.0022530306179675695
BG,2010,0.0022530306179675695
BG,2011,0.0022530306179675695
BG,2012,0.0022530306179675695
BG,2013,0.0022530306179675695
BG,2014,0.0022530306179675695
BG,2015,0.0022530306179675695
BG,2016,0.0022530306179675695
BG,2017,0.0022530306179675695
BG,2018,0.0022530306179675695
BG,2019,0.0022530306179675695
BG,2020,0.0022530306179675695
BG,2021,0.0022530306179675695
CH,2004,0.0038287639757382634
CH,2005,0.0038287639757382634
CH,2006,0.0038287639757382634
CH,2007,0.0038287639757382634
CH,2008,0.0038287639757382634
CH,2009,0.0038287639757382634
CH,2010,0.0038287639757382634
CH,2011,0.0038287639757382634
CH,2012,0.0038287639757382634
CH,2013,0.0038287639757382634
CH,2014,0.0038287639757382634
CH,2015,0.0038287639757382634
CH,2016,0.0038287639757382634
CH,2017,0.0038287639757382634
CH,2018,0.0038287639757382634
CH,2019,0.0038287639757382634
CH,2020,0.0038287639757382634
CH,2021,0.0038287639757382634
CZ,2004,0.003910490749922036
CZ,2005,0.003910490749922036
CZ,2006,0.003910490749922036
CZ,2007,0.003910490749922036
CZ,2008,0.003910490749922036
CZ,2009,0.003910490749922036
CZ,2010,0.003910490749922036
CZ,2011,0.003910490749922036
CZ,2012,0.003910490749922036
CZ,2013,0.003910490749922036
CZ,2014,0.003910490749922036
CZ,2015,0.003910490749922036
CZ,2016,0.003910490749922036
CZ,2017,0.003910490749922036
CZ,2018,0.003910490749922036
CZ,2019,0.003910490749922036
CZ,2020,0.003910490749922036
CZ,2021,0.003910490749922036
DE,2004,0.02882819530993955
DE,2005,0.02882819530993955
DE,2006,0.02882819530993955
DE,2007,0.02882819530993955
DE,2008,0.02882819530993955
DE,2009,0.02882819530993955
DE,2010,0.02882819530993955
DE,2011,0.02882819530993955
DE,2012,0.02882819530993955
DE,2013,0.02882819530993955
DE,2014,0.02882819530993955
DE,2015,0.02882819530993955
DE,2016,0.02882819530993955
DE,2017,0.02882819530993955
DE,2018,0.02882819530993955
DE,2019,0.02882819530993955
DE,2020,0.02882819530993955
DE,2021,0.02882819530993955
DK,2004,0.003147236195880982
DK,2005,0.003147236195880982
DK,2006,0.003147236195880982
DK,2007,0.003147236195880982
DK,2008,0.003147236195880982
DK,2009,0.003147236195880982
DK,2010,0.003147236195880982
DK,2011,0.003147236195880982
DK,2012,0.003147236195880982
DK,2013,0.003147236195880982
DK,2014,0.003147236195880982
DK,2015,0.003147236195880982
DK,2016,0.003147236195880982
DK,2017,0.003147236195880982
DK,2018,0.003147236195880982
DK,2019,0.003147236195880982
DK,2020,0.003147236195880982
DK,2021,0.003147236195880982
EE,2004,0.0007173991180874246
EE,2005,0.0007173991180874246
EE,2006,0.0007173991180874246
EE,2007,0.0007173991180874246
EE,2008,0.0007173991180874246
EE,2009,0.0007173991180874246
EE,2010,0.0007173991180874246
EE,2011,0.0007173991180874246
EE,2012,0.0007173991180874246
EE,2013,0.0007173991180874246
EE,2014,0.0007173991180874246
EE,2015,0.0007173991180874246
EE,2016,0.0007173991180874246
EE,2017,0.0007173991180874246
EE,2018,0.0007173991180874246
EE,2019,0.0007173991180874246
EE,2020,0.0007173991180874246
EE,2021,0.0007173991180874246
EL,2004,0.008230821103497224
EL,2005,0.008230821103497224
EL,2006,0.008230821103497224
EL,2007,0.008230821103497224
EL,2008,0.008230821103497224
EL,2009,0.008230821103497224
EL,2010,0.008230821103497224
EL,2011,0.008230821103497224
EL,2012,0.008230821103497224
EL,2013,0.008230821103497224
EL,2014,0.008230821103497224
EL,2015,0.008230821103497224
EL,2016,0.008230821103497224
EL,2017,0.008230821103497224
EL,2018,0.008230821103497224
EL,2019,0.008230821103497224
EL,2020,0.008230821103497224
EL,2021,0.008230821103497224
ES,2004,0.0212548188597447
ES,2005,0.0212548188597447
ES,2006,0.0212548188597447
ES,2007,0.0212548188597447
ES,2008,0.0212548188597447
ES,2009,0.0212548188597447
ES,2010,0.0212548188597447
ES,2011,0.0212548188597447
ES,2012,0.0212548188597447
ES,2013,0.0212548188597447
ES,2014,0.0212548188597447
ES,2015,0.0212548188597447
ES,2016,0.0212548188597447
ES,2017,0.0212548188597447
ES,2018,0.0212548188597447
ES,2019,0.0212548188597447
ES,2020,0.0212548188597447
ES,2021,0.0212548188597447
FI,2004,0.001262890382897617
FI,2005,0.001262890382897617
FI,2006,0.001262890382897617
FI,2007,0.001262890382897617
FI,2008,0.001262890382897617
FI,2009,0.001262890382897617
FI,2010,0.001262890382897617
FI,2011,0.001262890382897617
FI,2012,0.001262890382897617
FI,2013,0.001262890382897617
FI,2014,0.001262890382897617
FI,2015,0.001262890382897617
FI,2016,0.001262890382897617
FI,2017,0.001262890382897617
FI,2018,0.001262890382897617
FI,2019,0.001262890382897617
FI,2020,0.001262890382897617
FI,2021,0.001262890382897617
FR,2004,0.01450840594564766
FR,2005,0.01450840594564766
FR,2006,0.01450840594564766
FR,2007,0.01450840594564766
FR,2008,0.01450840594564766
FR,2009,0.01450840594564766
FR,2010,0.01450840594564766
FR,2011,0.01450840594564766
FR,2012,0.01450840594564766
FR,2013,0.01450840594564766
FR,2014,0.01450840594564766
FR,2015,0.01450840594564766
FR,2016,0.01450840594564766
FR,2017,0.01450840594564766
FR,2018,0.01450840594564766
FR,2019,0.01450840594564766
FR,2020,0.01450840594564766
FR,2021,0.01450840594564766
HR,2004,0.0027870090737289036
HR,2005,0.0027870090737289036
HR,2006,0.0027870090737289036
HR,2007,0.0027870090737289036
HR,2008,0.0027870090737289036
HR,2009,0.0027870090737289036
HR,2010,0.0027870090737289036
HR,2011,0.0027870090737289036
HR,2012,0.0027870090737289036
HR,2013,0.0027870090737289036
HR,2014,0.0027870090737289036
HR,2015,0.0027870090737289036
HR,2016,0.0027870090737289036
HR,2017,0.0027870090737289036
HR,2018,0.0027870090737289036
HR,2019,0.0027870090737289036
HR,2020,0.0027870090737289036
HR,2021,0.0027870090737289036
HU,2004,0.001887875988418928
HU,2005,0.001887875988418928
HU,2006,0.001887875988418928
HU,2007,0.001887875988418928
HU,2008,0.001887875988418928
HU,2009,0.001887875988418928
HU,2010,0.001887875988418928
HU,2011,0.001887875988418928
HU,2012,0.001887875988418928
HU,2013,0.001887875988418928
HU,2014,0.001887875988418928
HU,2015,0.001887875988418928
HU,2016,0.001887875988418928
HU,2017,0.001887875988418928
HU,2018,0.001887875988418928
HU,2019,0.001887875988418928
HU,2020,0.001887875988418928
HU,2021,0.001887875988418928
IE,2004,0.004063745606222614
IE,2005,0.004063745606222614
IE,2006,0.004063745606222614
IE,2007,0.004063745606222614
IE,2008,0.004063745606222614
IE,2009,0.004063745606222614
IE,2010,0.004063745606222614
IE,2011,0.004063745606222614
IE,2012,0.004063745606222614
IE,2013,0.004063745606222614
IE,2014,0.004063745606222614
IE,2015,0.004063745606222614
IE,2016,0.004063745606222614
IE,2017,0.004063745606222614
IE,2018,0.004063745606222614
IE,2019,0.004063745606222614
IE,2020,0.004063745606222614
IE,2021,0.004063745606222614
IT,2004,0.017110105719296033
IT,2005,0.017110105719296033
IT,2006,0.017110105719296033
IT,2007,0.017110105719296033
IT,2008,0.017110105719296033
IT,2009,0.017110105719296033
IT,2010,0.017110105719296033
IT,2011,0.017110105719296033
IT,2012,0.017110105719296033
IT,2013,0.017110105719296033
IT,2014,0.017110105719296033
IT,2015,0.017110105719296033
IT,2016,0.017110105719296033
IT,2017,0.017110105719296033
IT,2018,0.017110105719296033
IT,2019,0.017110105719296033
IT,2020,0.017110105719296033
IT,2021,0.017110105719296033
LT,2004,0.0011864901835997393
LT,2005,0.0011864901835997393
LT,2006,0.0011864901835997393
LT,2007,0.0011864901835997393
LT,2008,0.0011864901835997393
LT,2009,0.0011864901835997393
LT,2010,0.0011864901835997393
LT,2011,0.0011864901835997393
LT,2012,0.0011864901835997393
LT,2013,0.0011864901835997393
LT,2014,0.0011864901835997393
LT,2015,0.0011864901835997393
LT,2016,0.0011864901835997393
LT,2017,0.0011864901835997393
LT,2018,0.0011864901835997393
LT,2019,0.0011864901835997393
LT,2020,0.0011864901835997393
LT,2021,0.0011864901835997393
LU,2004,0.0008719848340601346
LU,2005,0.0008719848340601346
LU,2006,0.0008719848340601346
LU,2007,0.0008719848340601346
LU,2008,0.0008719848340601346
LU,2009,0.0008719848340601346
LU,2010,0.0008719848340601346
LU,2011,0.0008719848340601346
LU,2012,0.0008719848340601346
LU,2013,0.0008719848340601346
LU,2014,0.0008719848340601346
LU,2015,0.0008719848340601346
LU,2016,0.0008719848340601346
LU,2017,0.0008719848340601346
LU,2018,0.0008719848340601346
LU,2019,0.0008719848340601346
LU,2020,0.0008719848340601346
LU,2021,0.0008719848340601346
LV,2004,0.0009922521269618164
LV,2005,0.0009922521269618164
LV,2006,0.0009922521269618164
LV,2007,0.0009922521269618164
LV,2008,0.0009922521269618164
LV,2009,0.0009922521269618164
LV,2010,0.0009922521269618164
LV,2011,0.0009922521269618164
LV,2012,0.0009922521269618164
LV,2013,0.0009922521269618164
LV,2014,0.0009922521269618164
LV,2015,0.0009922521269618164
LV,2016,0.0009922521269618164
LV,2017,0.0009922521269618164
LV,2018,0.0009922521269618164
LV,2019,0.0009922521269618164
LV,2020,0.0009922521269618164
LV,2021,0.0009922521269618164
NO,2004,0.0016304305925392616
NO,2005,0.0016304305925392616
NO,2006,0.0016304305925392616
NO,2007,0.0016304305925392616
NO,2008,0.0016304305925392616
NO,2009,0.0016304305925392616
NO,2010,0.0016304305925392616
NO,2011,0.0016304305925392616
NO,2012,0.0016304305925392616
NO,2013,0.0016304305925392616
NO,2014,0.0016304305925392616
NO,2015,0.0016304305925392616
NO,2016,0.0016304305925392616
NO,2017,0.0016304305925392616
NO,2018,0.0016304305925392616
NO,2019,0.0016304305925392616
NO,2020,0.0016304305925392616
NO,2021,0.0016304305925392616
PL,2004,0.014883518545187109
PL,2005,0.014883518545187109
PL,2006,0.014883518545187109
PL,2007,0.014883518545187109
PL,2008,0.014883518545187109
PL,2009,0.014883518545187109
PL,2010,0.014883518545187109
PL,2011,0.014883518545187109
PL,2012,0.014883518545187109
PL,2013,0.014883518545187109
PL,2014,0.014883518545187109
PL,2015,0.014883518545187109
