time,AT,BE,CZ,DE,ES,FI,FR,HU,IT,NL,PL,RO,SE,UK,BG,CH,DK,EE,EL,HR,IE,LT,LU,LV,NO,PT,SI,SK
0,1.974720679173626,2.694565996291573,2.353734444531446,23.59658994604828,8.066036321213504,1.0693180281795673,20.293376464495687,2.069316858086196,19.04287036152373,3.1594711295785527,6.5777488169297404,1.9032042666444777,2.6728275765537504,26.309735624978444,1.3312677145955671,2.6956367277323596,1.7749629183633462,0.1409458082436838,1.4975977739646171,0.6846721362352992,1.9811558621973808,0.6874383301820037,0.29707646057652776,0.29023375545310687,2.112594930249653,3.1892337638878825,0.7943072975605773,0.8294514759196401
1,1.2315511750877501,1.791080034446714,1.6389940016792315,15.788091009706502,5.249698693962916,0.7606175212481638,13.249701164211558,1.486453871787307,12.834960128131007,1.9589069380880846,4.318121630316579,1.3392826014665673,1.8684937632311502,19.766085574582732,1.018313819808775,1.8915131973132473,1.2117685480215505,0.09004124259373165,1.0638362643122783,0.44499290954448834,1.3794317474170505,0.5278855023870219,0.23250125887437076,0.21612026820702948,1.5239599873796914,2.279355906694277,0.5213217995746007,0.5650771262602499
2,0.8707621886371196,1.3512474498843567,1.2291742101055019,11.79942367850515,3.979327950600194,0.680889850597406,9.673414616056867,1.127018741781429,9.682563409756202,1.480079711165097,3.1295484035530783,1.0813688452555832,1.4236257338025997,13.354576629083386,0.8293952698689403,1.4537572890381827,0.8969546073695653,0.10936793185727282,1.0659315655379482,0.3187960125209322,0.8010638986884229,0.44884671362970363,0.18237185246309517,0.18995908904253855,1.154232542451126,1.3824837917704174,0.369651309471285,0.41435203484843497
3,0.7887279892389015,1.346035534529002,1.0379201834818637,11.064245060494029,4.277028496006353,0.7746513592959501,8.765841163335562,0.9148551049702942,9.273314730301431,1.7783948289444655,2.6861610536233824,1.3403023816644657,1.285796527372588,9.986012301042258,0.9491184439464476,1.3536132481504153,0.7536268150070782,0.1095595187082382,1.119881519259043,0.26681721296491606,0.5366433361180925,0.4961944182370979,0.1381436021959188,0.21054450161085345,0.9191357443027854,0.9798774402140593,0.2816962553019946,0.33330520615936354
4,0.8942922898373833,1.3507337901070482,1.1770246441702485,11.673641982980232,4.0592078731913945,1.9138602934993785,9.666839492139493,1.0576330025764302,9.56418901798698,1.5718069423105212,3.100733786332189,3.2098411624923933,1.370567447145765,9.118404718542987,1.601903105633267,1.401843605367308,0.8675577783854119,0.40899199576942585,2.9921089973575494,0.31694389823995445,0.48882484759788164,0.8605464574405247,0.1630725010291736,0.4338105333699512,1.078663067382158,0.9848188730673774,0.36226296913431366,0.3994798366999715
5,2.270135922103478,2.9568002050679505,2.2683373711246526,25.090843375558155,9.35117166775469,4.6492492604427476,22.031821494348563,1.8615770343927207,20.208954077023566,4.0210976104693925,6.965392647214147,7.786810728310748,2.6279625002101152,9.799158220971634,4.311885306714622,2.668585977824364,1.7619988865417178,0.9239076769357243,7.197938110124353,0.7294440167185162,0.5782159981778879,2.3079470866402683,0.21556863636810947,1.1065827235610544,1.8713649751288464,1.0343503052359935,0.8121413060766081,0.8139352734212831
6,5.482008190522568,7.512479661584042,5.8776702392349405,63.6617270675961,23.606106330667394,10.603355681550873,54.76789040349504,4.940464806320888,51.6591079243169,9.971246979484427,17.28951813169217,18.01518786822776,6.874099758315196,20.53301188261595,9.442927850649022,7.022308003628398,4.491602366863574,2.1406942605698345,16.276377827307382,1.794235422203113,1.7178447488111273,5.022724718786193,0.6268570843229737,2.4606870596599864,4.978221504613164,2.786725804844282,1.9941184864820483,2.0633205829355847
7,12.527178223818508,16.413485256913017,13.044081198819384,140.54855172599923,51.181181255210234,10.866255406479093,123.02669143148326,10.903867120789943,113.1514314093886,21.537446021522356,39.17754098396742,18.104950165584164,15.00110638703719,52.33616595362297,9.637464036837768,15.189093140741846,10.063847492393897,2.245669565178312,16.985185232045392,4.100623156689613,3.994256179627168,5.183023527500226,1.3438614733766328,2.5370824329531114,11.012677695602529,6.691416112849283,4.620898248530148,4.668481591210072
8,12.849364320048752,17.39037573970308,13.360969316609665,146.86370507308158,55.02545129480012,6.9957529050697485,127.00718008039132,11.098072209033772,119.02829785220791,23.52779424974602,39.98473788923504,12.122017846877139,15.647604747800912,115.7201158556064,5.8625366025403425,15.986755537671678,10.269488140051315,1.444510106434194,10.611169303297796,4.157661580986481,9.330411218954266,3.0880642168117314,1.3526717363126104,1.564467888893628,11.156357503319459,15.143544153469051,4.598648418470371,4.7139150493039415
9,8.28824954454768,10.160011162505485,8.267149729504938,88.40491996154624,31.304678542083636,5.996835163234263,79.41489299374413,6.851668706663854,70.3102729287126,13.097207215339004,25.607652775769896,10.113657708031207,9.265500069005306,120.33036651268496,4.461986880922576,9.250431772311616,6.470300176480974,1.3685353279810535,9.434132860447548,2.712980041196134,9.499243243898896,2.4015621486870224,0.8057962245351267,1.2869866444613516,6.944131038245045,15.802722221228734,3.1156054355665086,3.04429236599649
