node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
AT,1.0,1.005082957628075,1.01016591525615,1.015248872884225,1.0203318305123001,1.025414788140375,1.03049774576845,1.0355807033965252,1.0406636610246003,1.047077326214292,1.0534909914039838,1.059904656593676,1.0663183217833678,1.0727319869730598,1.0791456521627516,1.0855593173524434,1.0919729825421356,1.0983866477318274,1.1048003129215194,1.1121484125446492,1.119496512167779,1.126844611790909,1.1341927114140389,1.1415408110371688,1.1488889106602986,1.1562370102834285,1.1635851099065586,1.1709332095296885,1.1782813091528181
BE,1.0,1.0053879478841028,1.0107758957682054,1.0161638436523082,1.0215517915364107,1.0269397394205133,1.032327687304616,1.0377156351887187,1.0431035830728212,1.0503142983935234,1.0575250137142256,1.0647357290349277,1.0719464443556297,1.0791571596763319,1.086367874997034,1.0935785903177362,1.1007893056384381,1.1080000209591403,1.1152107362798425,1.1242063570299685,1.1332019777800946,1.1421975985302204,1.1511932192803465,1.1601888400304723,1.1691844607805983,1.1781800815307244,1.1871757022808502,1.1961713230309763,1.2051669437811023
BG,1.0,1.0078753744192852,1.0157507488385704,1.0236261232578558,1.0315014976771413,1.0393768720964265,1.0472522465157117,1.0551276209349971,1.0630029953542823,1.0603612597805465,1.0577195242068111,1.0550777886330756,1.0524360530593397,1.049794317485604,1.0471525819118686,1.044510846338133,1.0418691107643971,1.0392273751906613,1.0365856396169257,1.033944010941228,1.0313023822655298,1.028660753589832,1.0260191249141342,1.0233774962384363,1.0207358675627383,1.0180942388870402,1.0154526102113424,1.0128109815356443,1.0101693528599465
CH,1.0,1.0034571839264528,1.0069143678529056,1.0103715517793583,1.0138287357058111,1.017285919632264,1.0207431035587167,1.0242002874851694,1.0276574714116222,1.0381221625953354,1.0485868537790484,1.0590515449627615,1.0695162361464747,1.0799809273301877,1.090445618513901,1.100910309697614,1.1113750008813272,1.1218396920650404,1.1323043832487534,1.144449990346655,1.1565955974445563,1.168741204542458,1.1808868116403592,1.1930324187382608,1.2051780258361622,1.2173236329340635,1.2294692400319651,1.2416148471298665,1.253760454227768
CZ,1.0,0.9916919888950082,0.9833839777900166,0.9750759666850249,0.9667679555800333,0.9584599444750417,0.9501519333700499,0.9418439222650582,0.9335359111600666,0.930730060694632,0.9279242102291975,0.9251183597637628,0.9223125092983282,0.9195066588328936,0.916700808367459,0.9138949579020245,0.9110891074365898,0.9082832569711552,0.9054774065057206,0.9027172810199443,0.8999571555341682,0.897197030048392,0.8944369045626158,0.8916767790768397,0.8889166535910635,0.8861565281052873,0.883396402619511,0.8806362771337349,0.8778761516479587
DE,1.0,1.0018923620194145,1.003784724038829,1.0056770860582431,1.0075694480776576,1.009461810097072,1.0113541721164865,1.013246534135901,1.0151388961553152,1.0175194967614447,1.0199000973675743,1.0222806979737036,1.0246612985798331,1.0270418991859624,1.029422499792092,1.0318031003982215,1.034183701004351,1.0365643016104804,1.03894490221661,1.0414708612033738,1.0439968201901377,1.0465227791769016,1.0490487381636653,1.0515746971504292,1.0541006561371928,1.0566266151239567,1.0591525741107206,1.0616785330974845,1.0642044920842484
DK,1.0,1.0008458586047055,1.0016917172094113,1.0025375758141168,1.0033834344188224,1.004229293023528,1.0050751516282337,1.0059210102329392,1.0067668688376448,1.0065318685595122,1.0062968682813795,1.0060618680032467,1.005826867725114,1.0055918674469813,1.0053568671688489,1.005121866890716,1.0048868666125834,1.0046518663344508,1.004416866056318,1.004215797503255,1.0040147289501922,1.0038136603971293,1.0036125918440664,1.0034115232910035,1.0032104547379406,1.0030093861848777,1.0028083176318148,1.0026072490787519,1.002406180525689
EE,1.0,1.001321215218197,1.0026424304363937,1.0039636456545904,1.0052848608727873,1.006606076090984,1.007927291309181,1.0092485065273777,1.0105697217455745,1.011511469764364,1.0124532177831531,1.0133949658019428,1.014336713820732,1.0152784618395214,1.0162202098583106,1.0171619578771,1.0181037058958897,1.019045453914679,1.0199872019334684,1.0209290736337542,1.02187094533404,1.022812817034326,1.0237546887346118,1.0246965604348977,1.0256384321351835,1.0265803038354695,1.0275221755357555,1.0284640472360411,1.0294059189363272
EL,1.0,1.0025093312317226,1.0050186624634452,1.0075279936951678,1.0100373249268904,1.012546656158613,1.0150559873903358,1.0175653186220583,1.020074649853781,1.0255213958512794,1.0309681418487784,1.0364148878462769,1.0418616338437756,1.0473083798412743,1.052755125838773,1.0582018718362718,1.0636486178337703,1.069095363831269,1.0745421098287677,1.080231225656922,1.0859203414850762,1.0916094573132304,1.0972985731413845,1.1029876889695385,1.108676804797693,1.114365920625847,1.1200550364540012,1.1257441522821554,1.1314332681103096
ES,1.0,1.003289616087085,1.0065792321741702,1.0098688482612552,1.0131584643483404,1.0164480804354257,1.0197376965225107,1.0230273126095961,1.0263169286966811,1.0301137012423272,1.0339104737879734,1.0377072463336197,1.0415040188792657,1.0453007914249117,1.049097563970558,1.052894336516204,1.0566911090618503,1.0604878816074963,1.0642846541531423,1.068142254640876,1.0719998551286098,1.0758574556163436,1.0797150561040774,1.083572656591811,1.0874302570795444,1.0912878575672782,1.095145458055012,1.0990030585427457,1.1028606590304795
FI,1.0,1.008895590051759,1.0177911801035182,1.0266867701552773,1.0355823602070362,1.0444779502587953,1.0533735403105544,1.0622691303623135,1.0711647204140724,1.083229668005071,1.0952946155960697,1.1073595631870685,1.1194245107780671,1.1314894583690658,1.1435544059600644,1.155619353551063,1.1676843011420617,1.1797492487330603,1.191814196324059,1.2020812251883544,1.2123482540526496,1.2226152829169448,1.2328823117812402,1.2431493406455354,1.2534163695098308,1.263683398374126,1.2739504272384214,1.2842174561027169,1.2944844849670119
FR,1.0,0.9999706380069759,0.999941276013952,0.9999119140209282,0.9998825520279042,0.9998531900348802,0.9998238280418561,0.9997944660488324,0.9997651040558083,0.9997243249273869,0.9996835457989658,0.9996427666705444,0.999601987542123,0.9995612084137019,0.9995204292852805,0.9994796501568591,0.9994388710284378,0.9993980919000166,0.9993573127715952,0.9993167451002425,0.9992761774288896,0.9992356097575371,0.9991950420861843,0.9991544744148315,0.9991139067434787,0.9990733390721259,0.9990327714007733,0.9989922037294205,0.9989516360580677
HR,1.0,1.0003291912690937,1.0006583825381872,1.0009875738072809,1.0013167650763746,1.0016459563454683,1.0019751476145617,1.0023043388836554,1.0026335301527491,1.0028733329088064,1.003113135664864,1.0033529384209212,1.0035927411769785,1.003832543933036,1.0040723466890933,1.0043121494451508,1.004551952201208,1.0047917549572654,1.0050315577133229,1.0053146670843618,1.0055977764554012,1.0058808858264403,1.0061639951974792,1.0064471045685184,1.0067302139395575,1.0070133233105967,1.0072964326816358,1.007579542052675,1.0078626514237141
HU,1.0,0.998400851188719,0.9968017023774381,0.9952025535661574,0.9936034047548765,0.9920042559435956,0.9904051071323147,0.9888059583210339,0.987206809509753,0.9890299280222219,0.9908530465346908,0.9926761650471596,0.9944992835596284,0.9963224020720973,0.9981455205845662,0.9999686390970349,1.001791757609504,1.0036148761219728,1.0054379946344416,1.0072786645795102,1.0091193345245788,1.0109600044696476,1.0128006744147164,1.014641344359785,1.0164820143048539,1.0183226842499224,1.020163354194991,1.0220040241400599,1.0238446940851285
IE,1.0,1.0008230046614728,1.0016460093229453,1.0024690139844181,1.003292018645891,1.0041150233073635,1.0049380279688362,1.0057610326303088,1.0065840372917816,1.0065663619650127,1.0065486866382436,1.0065310113114745,1.0065133359847056,1.0064956606579363,1.0064779853311672,1.0064603100043983,1.0064426346776292,1.0064249593508603,1.0064072840240912,1.0063905900507626,1.0063738960774338,1.0063572021041052,1.0063405081307766,1.0063238141574478,1.0063071201841192,1.0062904262107906,1.006273732237462,1.0062570382641332,1.0062403442908046
IT,1.0,0.9992530033637556,0.9985060067275109,0.9977590100912663,0.9970120134550217,0.9962650168187771,0.9955180201825325,0.994771023546288,0.9940240269100433,0.9926264438725655,0.9912288608350875,0.9898312777976096,0.9884336947601317,0.9870361117226538,0.985638528685176,0.9842409456476979,0.9828433626102201,0.9814457795727421,0.9800481965352643,0.9786597773319939,0.9772713581287236,0.9758829389254531,0.9744945197221827,0.9731061005189124,0.9717176813156421,0.9703292621123717,0.9689408429091012,0.9675524237058308,0.9661640045025606
LT,1.0,1.0124155252116704,1.0248310504233409,1.0372465756350115,1.049662100846682,1.0620776260583524,1.0744931512700229,1.0869086764816933,1.099324201693364,1.109329664048105,1.1193351264028462,1.1293405887575874,1.1393460511123283,1.1493515134670693,1.1593569758218105,1.1693624381765515,1.1793679005312927,1.189373362886034,1.1993788252407749,1.2093844183769236,1.219390011513072,1.2293956046492207,1.2394011977853692,1.249406790921518,1.2594123840576668,1.2694179771938152,1.279423570329964,1.2894291634661124,1.299434756602261
LU,1.0,1.0000011038363332,1.0000022076726665,1.0000033115089997,1.000004415345333,1.0000055191816661,1.0000066230179994,1.0000077268543326,1.0000088306906658,1.000009842540638,1.0000108543906103,1.0000118662405824,1.0000128780905546,1.0000138899405266,1.0000149017904987,1.000015913640471,1.000016925490443,1.0000179373404152,1.0000189491903875,1.0000202107176253,1.0000214722448633,1.0000227337721013,1.0000239952993393,1.0000252568265773,1.0000265183538153,1.000027779881053,1.0000290414082913,1.000030302935529,1.000031564462767
LV,1.0,1.0072245426549185,1.0144490853098367,1.0216736279647554,1.0288981706196736,1.036122713274592,1.0433472559295105,1.0505717985844287,1.0577963412393474,1.061374435312629,1.064952529385911,1.0685306234591927,1.0721087175324744,1.075686811605756,1.079264905679038,1.0828429997523197,1.0864210938256014,1.0899991878988835,1.0935772819721652,1.0971557490577708,1.1007342161433764,1.104312683228982,1.1078911503145878,1.1114696174001937,1.115048084485799,1.118626551571405,1.1222050186570105,1.125783485742616,1.1293619528282217
NL,1.0,1.0004621124224,1.0009242248447998,1.0013863372671998,1.0018484496895996,1.0023105621119994,1.0027726745343994,1.0032347869567992,1.0036968993791993,1.003817018599605,1.0039371378200106,1.0040572570404163,1.0041773762608222,1.0042974954812278,1.0044176147016335,1.0045377339220394,1.0046578531424448,1.0047779723628507,1.0048980915832564,1.005051418916038,1.0052047462488196,1.0053580735816012,1.0055114009143828,1.0056647282471647,1.005818055579946,1.0059713829127277,1.0061247102455093,1.0062780375782912,1.0064313649110725
NO,1.0,0.9962188203782564,0.9924376407565126,0.988656461134769,0.9848752815130255,0.9810941018912818,0.9773129222695381,0.9735317426477946,0.9697505630260509,0.9753588569342364,0.9809671508424218,0.9865754447506073,0.9921837386587928,0.9977920325669782,1.0034003264751636,1.009008620383349,1.0146169142915344,1.02022520819972,1.0258335021079055,1.033645229483082,1.0414569568582583,1.0492686842334347,1.057080411608611,1.0648921389837875,1.0727038663589639,1.0805155937341402,1.0883273211093167,1.096139048484493,1.1039507758596694
PL,1.0,1.0109788920398524,1.0219577840797045,1.0329366761195566,1.043915568159409,1.0548944601992611,1.0658733522391135,1.0768522442789659,1.087831136318818,1.0993398414560434,1.1108485465932685,1.1223572517304936,1.1338659568677187,1.1453746620049439,1.156883367142169,1.1683920722793943,1.1799007774166195,1.1914094825538446,1.2029181876910697,1.2144595458427982,1.226000903994527,1.2375422621462557,1.2490836202979843,1.2606249784497128,1.2721663366014413,1.2837076947531698,1.2952490529048986,1.306790411056627,1.3183317692083558
PT,1.0,1.0032378429247193,1.0064756858494384,1.0097135287741577,1.0129513716988767,1.016189214623596,1.019427057548315,1.0226649004730344,1.0259027433977534,1.0298209606124227,1.033739177827092,1.0376573950417611,1.0415756122564304,1.0454938294710996,1.0494120466857688,1.053330263900438,1.0572484811151073,1.0611666983297763,1.0650849155444455,1.0691321378661265,1.0731793601878075,1.0772265825094884,1.0812738048311694,1.0853210271528502,1.0893682494745311,1.0934154717962121,1.097462694117893,1.101509916439574,1.105557138761255
RO,1.0,1.0037676583208655,1.0075353166417311,1.0113029749625966,1.015070633283462,1.0188382916043275,1.0226059499251932,1.0263736082460586,1.030141266566924,1.0246579194752452,1.0191745723835661,1.0136912252918873,1.0082078782002082,1.0027245311085293,0.9972411840168504,0.9917578369251713,0.9862744898334924,0.9807911427418133,0.9753077956501344,0.9698273473430812,0.964346899036028,0.9588664507289748,0.9533860024219215,0.9479055541148683,0.9424251058078152,0.9369446575007621,0.9314642091937089,0.9259837608866557,0.9205033125796024
