node,demand
AT,0.22812376941252835
BE,0.6579882838544913
BG,0.5261232880144798
HR,0.31557737150693305
CZ,0.16441352750452493
EE,0.09385272195049967
FI,0.163583715388344
FR,0.7035528864464463
DE,1.507124002124812
EL,0.07741136920004715
HU,0.28565274774272625
IT,0.28224322221610115
LT,0.7226714394697642
NL,1.4345080274769801
NO,0.5141601236563942
PL,1.675301997896285
PT,0.05850103989418472
RO,1.02415926508027
SK,0.2597657626480256
ES,0.630493296030805
UK,0.5179026116392536
